family,condition,seed,n_agents,max_steps,active_targets,food_source_capacity,pheromone_enabled,checkpoint_dir,food_picked_up,food_delivered,delivery_conversion,early_deliveries,late_deliveries,late_delivery_fraction,post_discovery_deliveries,time_to_first_discovery,time_to_first_delivery,pickup_to_delivery_latency,exploration_coverage,pheromone_usage,episode_length
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_with_pheromone,100,1,1200,1,12,True,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04554655870445344,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_without_pheromone,100,1,1200,1,12,False,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.04554655870445344,0.0,1200
focused_pheromone_ablation_stronger,trained_without_pheromone__eval_without_pheromone,100,1,1200,1,12,False,checkpoints/mappo_gru_no_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0010121457489878543,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_with_pheromone,101,1,1200,1,12,True,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07995951417004049,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_without_pheromone,101,1,1200,1,12,False,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07995951417004049,0.0,1200
focused_pheromone_ablation_stronger,trained_without_pheromone__eval_without_pheromone,101,1,1200,1,12,False,checkpoints/mappo_gru_no_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.004048582995951417,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_with_pheromone,102,1,1200,1,12,True,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.029352226720647773,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_without_pheromone,102,1,1200,1,12,False,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.029352226720647773,0.0,1200
focused_pheromone_ablation_stronger,trained_without_pheromone__eval_without_pheromone,102,1,1200,1,12,False,checkpoints/mappo_gru_no_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0020242914979757085,0.0,1200
focused_pheromone_ablation_stronger,trained_with_pheromone__eval_with_pheromone,103,1,1200,1,12,True,checkpoints/mappo_gru_pheromone/stage3_full_marl,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.01417004048582996,0.0,1200
