family,condition,seed,n_agents,max_steps,active_targets,food_source_capacity,n_obstacles,pheromone_enabled,checkpoint_dir,food_picked_up,food_delivered,delivery_conversion,early_deliveries,late_deliveries,late_delivery_fraction,post_discovery_deliveries,time_to_first_discovery,time_to_first_delivery,pickup_to_delivery_latency,exploration_coverage,pheromone_usage,episode_length
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,100,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0788135593220339,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,101,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06737288135593221,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,102,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07288135593220339,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,103,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09449152542372881,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,104,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08093220338983051,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,105,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0826271186440678,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,106,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07627118644067797,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,107,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07372881355932204,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,108,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0711864406779661,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,109,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08050847457627118,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,110,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10084745762711865,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,111,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07542372881355933,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,112,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08813559322033898,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,113,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08686440677966102,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,114,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08940677966101696,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,115,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08983050847457627,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,116,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08771186440677967,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,117,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08177966101694915,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,118,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07966101694915254,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,119,1,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06737288135593221,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,100,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0788135593220339,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,101,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06737288135593221,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,102,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07288135593220339,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,103,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09449152542372881,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,104,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08093220338983051,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,105,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0826271186440678,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,106,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07627118644067797,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,107,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07372881355932204,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,108,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0711864406779661,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,109,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08050847457627118,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,110,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.10084745762711865,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,111,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07542372881355933,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,112,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08813559322033898,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,113,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08686440677966102,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,114,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08940677966101696,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,115,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08983050847457627,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,116,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08771186440677967,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,117,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08177966101694915,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,118,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07966101694915254,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_without_pheromone,119,1,1400,1,15,2,False,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.06737288135593221,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,100,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0847457627118644,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,101,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07415254237288135,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,102,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07542372881355933,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,103,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09830508474576272,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,104,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0902542372881356,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,105,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07838983050847458,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,106,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0847457627118644,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,107,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08644067796610169,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,108,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07838983050847458,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,109,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.07966101694915254,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,110,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09830508474576272,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,111,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09364406779661016,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,112,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.0788135593220339,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,113,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08940677966101696,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,114,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09491525423728814,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,115,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08644067796610169,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,116,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09067796610169492,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,117,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09322033898305085,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,118,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.09067796610169492,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_without_pheromone__eval_without_pheromone,119,1,1400,1,15,2,False,checkpoints/mappo_g_no_pher_true/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.08093220338983051,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,100,3,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.11483050847457626,0.0,1400
single_gap_chokepoint_hypothesis_max_10,trained_with_pheromone__eval_with_pheromone,101,3,1400,1,15,2,True,checkpoints/mappo_g/latest,0,0,0.0,0,0,0.0,0,-1,-1,-1.0,0.12457627118644068,0.0,1400
