stage,stage_index,global_step,episode,n_agents,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,episode_length,swarm_efficiency
stage1_single_agent,1,600,1,1,-25.219995498657227,0.0,0.0,0.0,0.07995951417004049,0.3585914848061899,600,0.0
stage1_single_agent,1,1200,2,1,-24.28834342956543,0.0,0.0,0.0,0.06275303643724696,0.40796216724518064,600,0.0
stage1_single_agent,1,1800,3,1,-60.77029037475586,0.0,0.0,0.0,0.0465587044534413,0.4635323147105131,600,0.0
stage1_single_agent,1,2400,4,1,-22.672929763793945,0.0,0.0,0.0,0.07388663967611336,0.3661861292334894,600,0.0
stage1_single_agent,1,3000,5,1,-14.558450698852539,0.0,0.0,0.0,0.0708502024291498,0.3325858485669596,600,0.0
stage1_single_agent,1,3600,6,1,-28.784008026123047,0.0,0.0,0.0,0.06174089068825911,0.4216818871112385,600,0.0
stage1_single_agent,1,4200,7,1,-36.66200637817383,0.0,0.0,0.0,0.10425101214574899,0.3678658999991603,600,0.0
stage1_single_agent,1,4800,8,1,-2.808948516845703,1.0,1.0,0.0,0.0708502024291498,0.41389664277395544,600,0.0
stage1_single_agent,1,5400,9,1,-44.95381546020508,0.0,0.0,0.0,0.05263157894736842,0.4371149720680357,600,0.0
stage1_single_agent,1,6000,10,1,-16.4688777923584,0.0,0.0,0.0,0.06781376518218624,0.37845223474199885,600,0.0
stage1_single_agent,1,6600,11,1,14.137685775756836,1.0,1.0,0.0,0.08704453441295547,0.25613013139828883,600,0.0
stage1_single_agent,1,7200,12,1,-8.308034896850586,1.0,1.0,0.0,0.11740890688259109,0.20260044763757226,600,0.0
stage1_single_agent,1,7800,13,1,-12.962172508239746,0.0,0.0,0.0,0.09210526315789473,0.13830872698357174,600,0.0
stage1_single_agent,1,8400,14,1,-6.3561577796936035,0.0,0.0,0.0,0.0728744939271255,0.056846391201252115,600,0.0
stage1_single_agent,1,9000,15,1,-2.1308634281158447,0.0,0.0,0.0,0.057692307692307696,0.09622029285373476,600,0.0
stage1_single_agent,1,9600,16,1,-19.362564086914062,0.0,0.0,0.0,0.04959514170040486,0.06107268376896779,600,0.0
stage1_single_agent,1,10200,17,1,17.628211975097656,1.0,1.0,0.0,0.06477732793522267,0.05283321032921473,600,0.0
stage1_single_agent,1,10800,18,1,-10.502914428710938,0.0,0.0,0.0,0.044534412955465584,0.04877469231879028,600,0.0
stage1_single_agent,1,11400,19,1,-11.006707191467285,0.0,0.0,0.0,0.05060728744939271,0.0,600,0.0
stage1_single_agent,1,12000,20,1,-6.740324974060059,0.0,0.0,0.0,0.032388663967611336,0.023240758925676345,600,0.0
stage1_single_agent,1,12600,21,1,-9.916086196899414,0.0,0.0,0.0,0.01720647773279352,0.0,600,0.0
stage1_single_agent,1,13200,22,1,-5.710035800933838,0.0,0.0,0.0,0.016194331983805668,0.0,600,0.0
stage1_single_agent,1,13800,23,1,-11.665409088134766,0.0,0.0,0.0,0.01720647773279352,0.01609550243864457,600,0.0
stage1_single_agent,1,14400,24,1,-7.140068531036377,0.0,0.0,0.0,0.020242914979757085,0.0,600,0.0
stage1_single_agent,1,15000,25,1,-1.5835291147232056,0.0,0.0,0.0,0.02327935222672065,0.0,600,0.0
stage1_single_agent,1,15600,26,1,-9.782492637634277,0.0,0.0,0.0,0.024291497975708502,0.0,600,0.0
stage1_single_agent,1,16200,27,1,-1.8433350324630737,0.0,0.0,0.0,0.019230769230769232,0.016681581363081933,600,0.0
stage1_single_agent,1,16800,28,1,-3.26999831199646,0.0,0.0,0.0,0.02327935222672065,0.0,600,0.0
stage1_single_agent,1,17400,29,1,-3.7091352939605713,0.0,0.0,0.0,0.01720647773279352,0.03526180333768328,600,0.0
stage1_single_agent,1,18000,30,1,-5.580346584320068,0.0,0.0,0.0,0.016194331983805668,0.016864714842910567,600,0.0
stage1_single_agent,1,18600,31,1,-3.8274455070495605,0.0,0.0,0.0,0.016194331983805668,0.01951369476504624,600,0.0
stage1_single_agent,1,19200,32,1,-4.560251235961914,0.0,0.0,0.0,0.025303643724696356,0.017601487257828317,600,0.0
stage1_single_agent,1,19800,33,1,-5.83675479888916,0.0,0.0,0.0,0.019230769230769232,0.009383851910630863,600,0.0
stage1_single_agent,1,20400,34,1,-12.90012264251709,0.0,0.0,0.0,0.03137651821862348,0.0,600,0.0
stage1_single_agent,1,21000,35,1,-5.700035572052002,0.0,0.0,0.0,0.016194331983805668,0.0,600,0.0
stage1_single_agent,1,21600,36,1,-13.0701265335083,0.0,0.0,0.0,0.024291497975708502,0.0,600,0.0
stage1_single_agent,1,22200,37,1,-191.45985412597656,0.0,0.0,0.0,0.01417004048582996,0.05594693874629835,600,0.0
stage1_single_agent,1,22800,38,1,-8.57010269165039,0.0,0.0,0.0,0.024291497975708502,0.0,600,0.0
stage1_single_agent,1,23400,39,1,-1.660552740097046,0.0,0.0,0.0,0.02125506072874494,0.0,600,0.0
stage1_single_agent,1,24000,40,1,-1.7305545806884766,0.0,0.0,0.0,0.016194331983805668,0.0,600,0.0
stage1_single_agent,1,24600,41,1,-5.6100335121154785,0.0,0.0,0.0,0.022267206477732792,0.0,600,0.0
stage1_single_agent,1,25200,42,1,24.550132751464844,1.0,1.0,0.0,0.024291497975708502,0.0,600,0.0
stage1_single_agent,1,25800,43,1,-1.8852365016937256,0.0,0.0,0.0,0.016194331983805668,0.0,600,0.0
stage1_single_agent,1,26400,44,1,-7.738803863525391,0.0,0.0,0.0,0.0354251012145749,0.0,600,0.0
stage1_single_agent,1,27000,45,1,-10.18012809753418,0.0,0.0,0.0,0.01720647773279352,0.0,600,0.0
stage1_single_agent,1,27600,46,1,-8.590103149414062,0.0,0.0,0.0,0.02327935222672065,0.0,600,0.0
stage1_single_agent,1,28200,47,1,-5.6604390144348145,0.0,0.0,0.0,0.018218623481781375,0.004888194973270098,600,0.0
stage1_single_agent,1,28800,48,1,-8.520066261291504,0.0,0.0,0.0,0.027327935222672066,0.0,600,0.0
stage1_single_agent,1,29400,49,1,-10.120126724243164,0.0,0.0,0.0,0.020242914979757085,0.0,600,0.0
stage1_single_agent,1,30000,50,1,-5.586738109588623,0.0,0.0,0.0,0.01720647773279352,0.01780546260997653,600,0.0
stage1_single_agent,1,30600,51,1,-5.700035572052002,0.0,0.0,0.0,0.016194331983805668,0.0,600,0.0
stage1_single_agent,1,31200,52,1,-3.721266269683838,0.0,0.0,0.0,0.016194331983805668,0.017127006681015095,600,0.0
stage1_single_agent,1,31800,53,1,-6.382138252258301,0.0,0.0,0.0,0.018218623481781375,0.0,600,0.0
stage1_single_agent,1,32400,54,1,-7.220071315765381,0.0,0.0,0.0,0.015182186234817813,0.0,600,0.0
stage1_single_agent,1,33000,55,1,-6.099238395690918,0.0,0.0,0.0,0.025303643724696356,0.0,600,0.0
stage1_single_agent,1,33600,56,1,-1.6502476930618286,0.0,0.0,0.0,0.016194331983805668,0.01376781967934221,600,0.0
stage1_single_agent,1,34200,57,1,-1.4964905977249146,0.0,0.0,0.0,0.018218623481781375,0.0026870719607298573,600,0.0
stage1_single_agent,1,34800,58,1,-5.463644504547119,0.0,0.0,0.0,0.016194331983805668,0.028349440530097733,600,0.0
stage1_single_agent,1,35400,59,1,-5.746036529541016,0.0,0.0,0.0,0.019230769230769232,0.011912751435302198,600,0.0
stage1_single_agent,1,36000,60,1,39.19387435913086,2.0,2.0,0.0,0.06578947368421052,0.25281427936803086,600,0.0
stage1_single_agent,1,36600,61,1,-31.60794448852539,0.0,0.0,0.0,0.06882591093117409,0.37420745899454533,600,0.0
stage1_single_agent,1,37200,62,1,14.861903190612793,2.0,2.0,0.0,0.12753036437246965,0.2205419631218926,600,0.0
stage1_single_agent,1,37800,63,1,-40.496280670166016,0.0,0.0,0.0,0.09615384615384616,0.222521747162682,600,0.0
stage1_single_agent,1,38400,64,1,-78.23872375488281,0.0,0.0,0.0,0.0354251012145749,0.3886754494505779,600,0.0
stage1_single_agent,1,39000,65,1,-15.760412216186523,0.0,0.0,0.0,0.11639676113360324,0.33265142479523396,600,0.0
stage1_single_agent,1,39600,66,1,-55.86301803588867,0.0,0.0,0.0,0.0465587044534413,0.38796966321746973,600,0.0
stage1_single_agent,1,40200,67,1,23.638641357421875,1.0,1.0,0.0,0.09008097165991903,0.34857960520350995,600,0.0
stage1_single_agent,1,40800,68,1,-22.307817459106445,1.0,1.0,0.0,0.05668016194331984,0.3713585072569549,600,0.0
stage1_single_agent,1,41400,69,1,-8.812541007995605,1.0,1.0,0.0,0.1062753036437247,0.2582008523090432,600,0.0
stage1_single_agent,1,42000,70,1,-15.511519432067871,0.0,0.0,0.0,0.0597165991902834,0.11377426505554468,600,0.0
stage1_single_agent,1,42600,71,1,23.649242401123047,1.0,1.0,0.0,0.025303643724696356,0.07512428203869301,600,0.0
stage1_single_agent,1,43200,72,1,-10.070011138916016,0.0,0.0,0.0,0.01720647773279352,0.016916500764588515,600,0.0
stage1_single_agent,1,43800,73,1,-2.9771151542663574,0.0,0.0,0.0,0.02125506072874494,0.0115954584054028,600,0.0
stage1_single_agent,1,44400,74,1,-11.444563865661621,0.0,0.0,0.0,0.022267206477732792,0.048950621047988536,600,0.0
stage1_single_agent,1,45000,75,1,-10.392903327941895,0.0,0.0,0.0,0.02327935222672065,0.0,600,0.0
stage1_single_agent,1,45600,76,1,-187.18324279785156,0.0,0.0,0.0,0.018218623481781375,0.0018826203529412548,600,0.0
stage1_single_agent,1,46200,77,1,-6.183190822601318,0.0,0.0,0.0,0.02125506072874494,0.022689063084544613,600,0.0
stage1_single_agent,1,46800,78,1,-8.266724586486816,0.0,0.0,0.0,0.027327935222672066,0.04182295537010456,600,0.0
stage1_single_agent,1,47400,79,1,24.456809997558594,1.0,1.0,0.0,0.01720647773279352,0.0,600,0.0
stage1_single_agent,1,48000,80,1,-5.541101932525635,0.0,0.0,0.0,0.016194331983805668,0.013094867666562399,600,0.0
stage1_single_agent,1,48600,81,1,26.61467933654785,1.0,1.0,0.0,0.02125506072874494,0.0,600,0.0
