family,condition,episode,seed,policy_kind,checkpoint_dir,n_agents,width,height,n_obstacles,max_steps,pheromone_enabled,mean_episode_reward,food_picked_up,food_delivered,delivery_conversion,exploration_coverage,pheromone_usage,episode_length,time_to_first_discovery,carrying_stall_fraction,carrying_low_progress_fraction,non_carrying_nest_loiter_fraction,non_carrying_nest_crowding_fraction,non_carrying_explore_active_fraction,non_carrying_force_explore_fraction,non_carrying_random_explore_fraction
pheromone_ablation,trained_with_pheromone_eval_without_pheromone,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,False,-239.1816864013672,3,3,1.0,0.2940677966101695,0.0,800,104,0.36375,0.75375,0.93,0.64125,2.97625,0.7175,4.905
swarm_size_scaling,1_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,1,1400,950,18,800,True,-232.3325653076172,0,0,0.0,0.06906779661016949,0.0,800,-1,0.0,0.0,0.0,0.0,0.9625,0.25125,1.0
swarm_size_scaling,1_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,1,1400,950,18,800,True,-266.9281311035156,0,0,0.0,0.04364406779661017,0.0,800,-1,0.0,0.0,0.0,0.0,0.94875,0.33125,1.0
swarm_size_scaling,1_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,1,1400,950,18,800,True,-214.705078125,0,0,0.0,0.07372881355932204,0.0,800,-1,0.0,0.0,0.0,0.0,0.925,0.25625,1.0
swarm_size_scaling,1_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,1,1400,950,18,800,True,-250.31190490722656,0,0,0.0,0.05084745762711865,0.0,800,-1,0.0,0.0,0.0,0.0,0.90375,0.2575,1.0
swarm_size_scaling,1_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,1,1400,950,18,800,True,-210.26077270507812,0,0,0.0,0.04406779661016949,0.0,800,-1,0.0,0.0,0.0,0.0,0.74625,0.2125,1.0
swarm_size_scaling,2_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,2,1400,950,18,800,True,-214.85340881347656,0,0,0.0,0.11271186440677966,0.0,800,-1,0.0,0.0,0.0,0.02,1.45625,0.4,2.0
swarm_size_scaling,2_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,2,1400,950,18,800,True,-256.3076171875,0,0,0.0,0.09322033898305085,0.0,800,-1,0.0,0.0,0.0,0.0,1.4025,0.42375,2.0
swarm_size_scaling,2_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,2,1400,950,18,800,True,-153.3338623046875,1,1,1.0,0.13008474576271187,0.10841250284487615,800,112,0.26125,0.50625,0.1375,0.0,0.8775,0.21875,1.27625
swarm_size_scaling,2_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,2,1400,950,18,800,True,-294.0888366699219,4,4,1.0,0.11228813559322035,0.045241161542580816,800,438,0.0475,0.17375,0.27875,0.145,0.965,0.50625,1.65375
swarm_size_scaling,2_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,2,1400,950,18,800,True,-182.65219116210938,1,1,1.0,0.1711864406779661,0.023948539849516236,800,417,0.0775,0.16875,0.0875,0.015,1.1675,0.27375,1.72625
swarm_size_scaling,3_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,3,1400,950,18,800,True,-209.82093811035156,0,0,0.0,0.1478813559322034,0.0,800,-1,0.0,0.0,0.0,0.015,2.1875,0.5675,3.0
swarm_size_scaling,3_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,3,1400,950,18,800,True,-227.9922332763672,1,1,1.0,0.17372881355932204,0.011040057826127547,800,137,0.0075,0.05875,0.11375,0.0275,2.19,0.59125,2.8725
swarm_size_scaling,3_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,3,1400,950,18,800,True,-252.0589141845703,0,0,0.0,0.1385593220338983,0.0,800,-1,0.0,0.0,0.0,0.0375,2.5075,0.84125,3.0
swarm_size_scaling,3_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,3,1400,950,18,800,True,-246.29615783691406,0,0,0.0,0.15635593220338984,0.0,800,-1,0.0,0.0,0.0,0.0325,2.07625,0.6425,3.0
swarm_size_scaling,3_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,3,1400,950,18,800,True,-213.92030334472656,1,1,1.0,0.17669491525423728,0.02393235530510234,800,254,0.02375,0.0875,0.05375,0.055,2.135,0.61375,2.8375
swarm_size_scaling,4_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,4,1400,950,18,800,True,-318.4370422363281,1,1,1.0,0.18347457627118643,0.007181654655942111,800,102,0.0075,0.04875,0.5425,0.2175,3.135,1.18875,3.90625
swarm_size_scaling,4_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,4,1400,950,18,800,True,-233.94802856445312,0,0,0.0,0.15423728813559323,0.0,800,-1,0.0,0.0,0.0,0.0075,2.25375,0.65125,4.0
swarm_size_scaling,4_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,4,1400,950,18,800,True,-185.89125061035156,2,2,1.0,0.21271186440677967,0.022956079047507957,800,126,0.14875,0.27625,0.0525,0.005,2.9175,0.8675,3.5625
swarm_size_scaling,4_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,4,1400,950,18,800,True,-195.96839904785156,7,5,0.7142857142857143,0.22203389830508474,0.02481423512886977,800,369,0.06125,0.2575,0.25875,0.2375,1.25625,0.48125,3.4475
swarm_size_scaling,4_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,4,1400,950,18,800,True,-240.15623474121094,2,1,0.5,0.22161016949152543,0.032174055484465496,800,31,0.07625,0.245,0.715,0.23375,2.20875,0.525,3.6175
swarm_size_scaling,6_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-226.4697265625,1,1,1.0,0.23220338983050848,0.005419922851821563,800,250,0.0175,0.0875,0.135,0.005,4.51625,1.1675,5.82
swarm_size_scaling,6_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-219.62677001953125,1,1,1.0,0.2461864406779661,0.00474338945306954,800,262,0.00875,0.05375,0.07125,0.1,4.525,1.18625,5.88
swarm_size_scaling,6_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-570.5289916992188,1,1,1.0,0.22966101694915253,0.006989193682238691,800,209,0.01375,0.05625,1.07625,0.56125,5.225,2.415,5.89125
swarm_size_scaling,6_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-259.4059143066406,3,2,0.6666666666666666,0.23389830508474577,0.021541007844183085,800,544,0.1275,0.24,0.19125,0.2675,3.65375,1.22,5.62375
swarm_size_scaling,6_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-239.46104431152344,3,3,1.0,0.27161016949152544,0.043607012589945954,800,104,0.2475,0.49625,0.565,0.27,3.7725,1.05,5.24375
swarm_size_scaling,10_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,10,1400,950,18,800,True,-288.21484375,3,3,1.0,0.31610169491525425,0.005424980738163867,800,124,0.04125,0.13625,0.705,0.89125,7.4075,2.25,9.73375
swarm_size_scaling,10_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,10,1400,950,18,800,True,-246.56607055664062,1,1,1.0,0.29491525423728815,0.003544985024971539,800,98,0.0225,0.11125,0.2475,0.3575,8.1025,2.3875,9.77875
swarm_size_scaling,10_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,10,1400,950,18,800,True,-279.7568359375,2,2,1.0,0.24915254237288137,0.004903692304942524,800,42,0.00875,0.06875,0.2425,0.445,8.685,2.46875,9.8325
swarm_size_scaling,10_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,10,1400,950,18,800,True,-376.4230041503906,13,12,0.9230769230769231,0.31271186440677967,0.0385462842723573,800,61,0.2525,0.73125,1.135,1.3625,5.87625,2.42,8.6425
swarm_size_scaling,10_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,10,1400,950,18,800,True,-239.78616333007812,2,2,1.0,0.34576271186440677,0.0070498052755065144,800,288,0.0375,0.13625,0.40875,0.4375,7.37875,1.79625,9.74625
swarm_size_scaling,15_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,15,1400,950,18,800,True,-355.7185363769531,6,6,1.0,0.3466101694915254,0.018301844896348486,800,36,0.11625,0.39625,1.15,1.76875,11.09375,3.53125,14.22625
swarm_size_scaling,15_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,15,1400,950,18,800,True,-259.9121398925781,2,2,1.0,0.3292372881355932,0.014677726424507757,800,63,0.01,0.11125,0.28375,0.77375,11.94875,3.7,14.7275
swarm_size_scaling,15_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,15,1400,950,18,800,True,-448.44384765625,2,2,1.0,0.3809322033898305,0.007363048044004244,800,70,0.05125,0.20125,1.39125,1.85375,12.955,4.555,14.62
swarm_size_scaling,15_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,15,1400,950,18,800,True,-455.32421875,11,10,0.9090909090909091,0.3644067796610169,0.028051974986160834,800,67,0.21125,0.54125,1.18625,1.65625,8.9475,3.9175,13.9275
swarm_size_scaling,15_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,15,1400,950,18,800,True,-682.981689453125,9,9,1.0,0.39915254237288134,0.03330557496255157,800,46,0.3225,0.92,1.41625,2.58875,10.2125,3.10625,13.55875
swarm_size_scaling,20_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,20,1400,950,18,800,True,-803.2657470703125,10,10,1.0,0.4033898305084746,0.01969303068429508,800,115,0.0875,0.53,2.3675,3.26875,14.67875,4.7975,18.9
swarm_size_scaling,20_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,20,1400,950,18,800,True,-271.75225830078125,1,1,1.0,0.34152542372881356,0.0070717397362059274,800,118,0.05125,0.13875,0.26125,0.88625,16.36375,5.00625,19.76
swarm_size_scaling,20_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,20,1400,950,18,800,True,-556.5843505859375,5,5,1.0,0.37415254237288137,0.008413222308598051,800,105,0.1225,0.36625,1.79375,2.6175,17.57625,5.915,19.3575
swarm_size_scaling,20_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,20,1400,950,18,800,True,-579.74462890625,12,12,1.0,0.39110169491525426,0.025541624666842833,800,80,0.33125,0.83625,1.60375,2.5725,13.7025,5.41875,18.5275
swarm_size_scaling,20_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,20,1400,950,18,800,True,-451.00579833984375,10,10,1.0,0.4597457627118644,0.023443949103138947,800,49,0.32,1.03,1.28625,2.14,14.03625,3.5725,18.28375
swarm_size_scaling,30_agents,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,30,1400,950,18,800,True,-828.4666748046875,5,5,1.0,0.4843220338983051,0.009634276305616368,800,16,0.08625,0.33875,2.42125,4.05125,22.91875,7.2325,29.3725
swarm_size_scaling,30_agents,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,30,1400,950,18,800,True,-303.1915588378906,3,3,1.0,0.423728813559322,0.012373904043238628,800,89,0.07,0.28,0.45375,1.7525,25.34125,7.18875,29.43125
swarm_size_scaling,30_agents,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,30,1400,950,18,800,True,-400.21099853515625,4,3,0.75,0.42203389830508475,0.006365752642886946,800,109,0.325,0.5825,1.3525,2.45875,25.7,8.10375,29.08875
swarm_size_scaling,30_agents,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,30,1400,950,18,800,True,-537.4788208007812,10,10,1.0,0.4648305084745763,0.014665843366943591,800,11,0.16875,0.47875,1.6825,2.98875,22.33375,8.3825,29.11875
swarm_size_scaling,30_agents,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,30,1400,950,18,800,True,-557.9072875976562,16,10,0.625,0.5050847457627119,0.022689194234145057,800,57,0.41625,1.29875,1.44,3.08625,22.825,6.09625,27.84125
robustness_harder_environments,control_final_stage,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-226.4697265625,1,1,1.0,0.23220338983050848,0.005419922851821563,800,250,0.0175,0.0875,0.135,0.005,4.51625,1.1675,5.82
robustness_harder_environments,control_final_stage,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-219.62677001953125,1,1,1.0,0.2461864406779661,0.00474338945306954,800,262,0.00875,0.05375,0.07125,0.1,4.525,1.18625,5.88
robustness_harder_environments,control_final_stage,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-570.5289916992188,1,1,1.0,0.22966101694915253,0.006989193682238691,800,209,0.01375,0.05625,1.07625,0.56125,5.225,2.415,5.89125
robustness_harder_environments,control_final_stage,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-259.4059143066406,3,2,0.6666666666666666,0.23389830508474577,0.021541007844183085,800,544,0.1275,0.24,0.19125,0.2675,3.65375,1.22,5.62375
robustness_harder_environments,control_final_stage,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-239.46104431152344,3,3,1.0,0.27161016949152544,0.043607012589945954,800,104,0.2475,0.49625,0.565,0.27,3.7725,1.05,5.24375
robustness_harder_environments,more_obstacles,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,24,800,True,-306.6204528808594,2,2,1.0,0.18983050847457628,0.017373243219941895,800,52,0.12125,0.2475,0.10375,0.21125,4.63875,1.715,5.57375
robustness_harder_environments,more_obstacles,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,24,800,True,-275.6723937988281,0,0,0.0,0.1906779661016949,0.0,800,-1,0.0,0.0,0.0,0.0625,4.68375,1.4,6.0
robustness_harder_environments,more_obstacles,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,24,800,True,-302.788818359375,4,4,1.0,0.2076271186440678,0.06561478608467346,800,114,0.19625,0.60875,0.16375,0.14125,4.03125,1.73,5.1075
robustness_harder_environments,more_obstacles,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,24,800,True,-366.3934020996094,0,0,0.0,0.14745762711864407,0.0,800,-1,0.0,0.0,0.02625,0.12625,5.3975,1.83625,6.0
robustness_harder_environments,more_obstacles,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,24,800,True,-301.6701354980469,0,0,0.0,0.13813559322033897,0.0,800,-1,0.0,0.0,0.005,0.0825,5.5175,1.3325,6.0
robustness_harder_environments,sensor_noise,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-235.031982421875,0,0,0.0,0.2288135593220339,0.0,800,-1,0.0,0.0,0.0,0.1075,4.7525,1.355,6.0
robustness_harder_environments,sensor_noise,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-221.17791748046875,1,1,1.0,0.2326271186440678,0.004476667649723823,800,79,0.0075,0.07,0.06875,0.09875,4.5925,1.2575,5.84
robustness_harder_environments,sensor_noise,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-550.9130859375,1,1,1.0,0.2542372881355932,0.0026294072372547816,800,20,0.01375,0.06,1.15,0.64875,5.2675,2.15375,5.89375
robustness_harder_environments,sensor_noise,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-269.8916320800781,4,4,1.0,0.2639830508474576,0.009280163223508376,800,97,0.015,0.1175,0.525,0.2525,3.86125,1.4925,5.715
robustness_harder_environments,sensor_noise,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-286.3913879394531,1,1,1.0,0.188135593220339,0.007833867799684716,800,248,0.01625,0.05125,0.5825,0.5775,4.31875,1.3375,5.89125
robustness_harder_environments,failed_agents_2,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-184.77735900878906,1,1,1.0,0.21313559322033898,0.0008934140984880894,800,380,0.0125,0.0375,0.31875,0.18125,2.9025,1.06875,3.91875
robustness_harder_environments,failed_agents_2,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-139.3444061279297,0,0,0.0,0.18305084745762712,0.0,800,-1,0.0,0.0,0.0,0.03,2.8925,0.69875,4.0
robustness_harder_environments,failed_agents_2,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-169.3139190673828,1,1,1.0,0.1805084745762712,0.02315818609694058,800,36,0.04875,0.15625,0.52625,0.22375,3.02125,0.87375,3.7725
robustness_harder_environments,failed_agents_2,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-175.71217346191406,4,4,1.0,0.1690677966101695,0.011679028981549586,800,378,0.0225,0.09125,0.38375,0.07,1.02375,0.53,3.82375
robustness_harder_environments,failed_agents_2,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-170.4280242919922,1,0,0.0,0.15932203389830507,0.009341260591439398,800,633,0.04,0.1325,0.0,0.05,3.11625,0.92625,3.79125
baseline_comparison,current_mappo,1,100,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-226.4697265625,1,1,1.0,0.23220338983050848,0.005419922851821563,800,250,0.0175,0.0875,0.135,0.005,4.51625,1.1675,5.82
baseline_comparison,current_mappo,2,101,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-219.62677001953125,1,1,1.0,0.2461864406779661,0.00474338945306954,800,262,0.00875,0.05375,0.07125,0.1,4.525,1.18625,5.88
baseline_comparison,current_mappo,3,102,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-570.5289916992188,1,1,1.0,0.22966101694915253,0.006989193682238691,800,209,0.01375,0.05625,1.07625,0.56125,5.225,2.415,5.89125
baseline_comparison,current_mappo,4,103,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-259.4059143066406,3,2,0.6666666666666666,0.23389830508474577,0.021541007844183085,800,544,0.1275,0.24,0.19125,0.2675,3.65375,1.22,5.62375
baseline_comparison,current_mappo,5,104,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-239.46104431152344,3,3,1.0,0.27161016949152544,0.043607012589945954,800,104,0.2475,0.49625,0.565,0.27,3.7725,1.05,5.24375
baseline_comparison,rule_based,1,100,rule_based,,6,1400,950,18,800,True,-235.8074951171875,0,0,0.0,0.09491525423728814,0.0,800,-1,0.0,0.0,0.0,0.005,1.38625,0.0625,6.0
baseline_comparison,rule_based,2,101,rule_based,,6,1400,950,18,800,True,-213.8641815185547,1,0,0.0,0.050423728813559325,0.02787709065247327,800,13,0.95,0.9625,0.0,0.0,1.0,0.0825,5.01625
baseline_comparison,rule_based,3,102,rule_based,,6,1400,950,18,800,True,-507.5147399902344,0,0,0.0,0.058898305084745764,0.0,800,-1,0.0,0.0,1.0,0.0225,1.815,1.02375,6.0
baseline_comparison,rule_based,4,103,rule_based,,6,1400,950,18,800,True,-158.89743041992188,0,0,0.0,0.1271186440677966,0.0,800,-1,0.0,0.0,0.0,0.0,0.2675,0.01125,6.0
baseline_comparison,rule_based,5,104,rule_based,,6,1400,950,18,800,True,-135.79196166992188,1,0,0.0,0.11567796610169491,0.024624367286451163,800,76,0.8775,0.88375,0.0,0.0,0.09875,0.03,5.095
baseline_comparison,random,1,100,random,,6,1400,950,18,800,True,-130.10125732421875,1,0,0.0,0.23940677966101695,0.0013150370796211064,800,730,0.03875,0.06875,0.0,0.005,1.1,0.1275,5.9125
baseline_comparison,random,2,101,random,,6,1400,950,18,800,True,-91.15621948242188,0,0,0.0,0.28135593220338984,0.0,800,-1,0.0,0.0,0.0,0.0,0.71875,0.1475,6.0
baseline_comparison,random,3,102,random,,6,1400,950,18,800,True,-428.2380676269531,0,0,0.0,0.24533898305084745,0.0,800,-1,0.0,0.0,1.0,0.0475,2.46375,1.2025,6.0
baseline_comparison,random,4,103,random,,6,1400,950,18,800,True,-80.47759246826172,0,0,0.0,0.30338983050847457,0.0,800,-1,0.0,0.0,0.0,0.0,0.2475,0.0425,6.0
baseline_comparison,random,5,104,random,,6,1400,950,18,800,True,-129.06027221679688,0,0,0.0,0.28940677966101697,0.0,800,-1,0.0,0.0,0.0,0.0,1.62375,0.16375,6.0
