stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_miniscule,1,1,1897,20,1,50,50,1,0,189.56512451171875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,95,92,92,0,0.042105263157894736
stage1a_single_agent_miniscule,1,1,2017,21,1,50,50,1,0,-3.4399704933166504,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,2036,22,1,50,50,1,0,191.08538818359375,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,19,16,16,0,0.21052631578947367
stage1a_single_agent_miniscule,1,1,2040,23,1,50,50,1,0,191.71200561523438,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,2137,24,1,50,50,1,0,188.35049438476562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,97,94,94,0,0.041237113402061855
stage1a_single_agent_miniscule,1,1,2234,25,1,50,50,1,0,189.0576171875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,97,92,92,0,0.041237113402061855
stage1a_single_agent_miniscule,1,1,2354,26,1,50,50,1,0,-3.4176106452941895,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,2474,27,1,50,50,1,0,141.2749786376953,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,8,8,0,0.025
stage1a_single_agent_miniscule,1,1,2594,28,1,50,50,1,0,-2.0792133808135986,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,2641,29,1,50,50,1,0,190.0786590576172,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,47,43,43,0,0.0851063829787234
stage1a_single_agent_miniscule,1,1,2742,30,1,50,50,1,0,188.24017333984375,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,101,72,72,0,0.039603960396039604
stage1a_single_agent_miniscule,1,1,2862,31,1,50,50,1,0,92.85414123535156,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,119,119,0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,2982,32,1,50,50,1,0,-4.255325794219971,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,3010,33,1,50,50,1,0,190.71400451660156,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,28,25,25,0,0.14285714285714285
stage1a_single_agent_miniscule,1,1,3039,34,1,50,50,1,0,190.75889587402344,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,29,26,26,0,0.13793103448275862
stage1a_single_agent_miniscule,1,1,3159,35,1,50,50,1,0,-3.0248498916625977,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,3238,36,1,50,50,1,0,190.05227661132812,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,79,76,76,0,0.05063291139240506
stage1a_single_agent_miniscule,1,1,3242,37,1,50,50,1,0,191.961181640625,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,3326,38,1,50,50,1,0,189.48001098632812,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,84,81,81,0,0.047619047619047616
stage1a_single_agent_miniscule,1,1,3374,39,1,50,50,1,0,190.22360229492188,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,48,45,45,0,0.08333333333333333
stage1a_single_agent_miniscule,1,1,3494,40,1,50,50,1,0,-2.3768718242645264,0.0,0.0,0.0,0.2222222222222222,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,3560,41,1,50,50,1,0,190.67666625976562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,66,40,40,0,0.06060606060606061
stage1a_single_agent_miniscule,1,1,3617,42,1,50,50,1,0,189.9263153076172,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,57,1,1,0,0.07017543859649122
stage1a_single_agent_miniscule,1,1,3693,43,1,50,50,1,0,189.77464294433594,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,76,73,73,0,0.05263157894736842
stage1a_single_agent_miniscule,1,1,3813,44,1,50,50,1,0,92.19216918945312,2.0,2.0,2.0,0.2222222222222222,0.0,0,0,2,120,118,118,0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,3897,45,1,50,50,1,0,190.22515869140625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,84,67,67,0,0.047619047619047616
stage1a_single_agent_miniscule,1,1,3996,46,1,50,50,1,0,189.86917114257812,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,99,96,96,0,0.04040404040404041
stage1a_single_agent_miniscule,1,1,4040,47,1,50,50,1,0,190.80715942382812,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,44,41,41,0,0.09090909090909091
stage1a_single_agent_miniscule,1,1,4115,48,1,50,50,1,0,189.03094482421875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,75,71,71,0,0.05333333333333334
stage1a_single_agent_miniscule,1,1,4119,49,1,50,50,1,0,191.72201538085938,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,4231,50,1,50,50,1,0,189.4582977294922,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,112,109,109,0,0.03571428571428571
stage1a_single_agent_miniscule,1,1,4318,51,1,50,50,1,0,191.89520263671875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,87,84,84,0,0.04597701149425287
stage1a_single_agent_miniscule,1,1,4354,52,1,50,50,1,0,190.37799072265625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,36,32,32,0,0.1111111111111111
stage1a_single_agent_miniscule,1,1,4455,53,1,50,50,1,0,189.0390625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,101,98,98,0,0.039603960396039604
stage1a_single_agent_miniscule,1,1,4575,54,1,50,50,1,0,-4.040005207061768,0.0,0.0,0.0,0.2222222222222222,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,4612,55,1,50,50,1,0,189.90829467773438,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,37,34,34,0,0.10810810810810811
stage1a_single_agent_miniscule,1,1,4690,56,1,50,50,1,0,190.07394409179688,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,78,75,75,0,0.05128205128205128
stage1a_single_agent_miniscule,1,1,4754,57,1,50,50,1,0,190.6142578125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,64,61,61,0,0.0625
stage1a_single_agent_miniscule,1,1,4834,58,1,50,50,1,0,189.54986572265625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,80,15,15,0,0.05
stage1a_single_agent_miniscule,1,1,4849,59,1,50,50,1,0,191.39810180664062,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,15,11,11,0,0.26666666666666666
stage1a_single_agent_miniscule,1,1,4969,60,1,50,50,1,0,-3.2582271099090576,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,5062,61,1,50,50,1,0,188.2327880859375,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,93,90,90,0,0.043010752688172046
stage1a_single_agent_miniscule,1,1,5066,62,1,50,50,1,0,191.96011352539062,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,5186,63,1,50,50,1,0,-3.3589463233947754,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,5200,64,1,50,50,1,0,191.13067626953125,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,14,11,11,0,0.2857142857142857
stage1a_single_agent_miniscule,1,1,5224,65,1,50,50,1,0,190.56480407714844,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,24,20,20,0,0.16666666666666666
stage1a_single_agent_miniscule,1,1,5344,66,1,50,50,1,0,-4.536230087280273,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,5411,67,1,50,50,1,0,190.0390625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,67,55,55,0,0.05970149253731343
stage1a_single_agent_miniscule,1,1,5486,68,1,50,50,1,0,190.3877716064453,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,75,72,72,0,0.05333333333333334
stage1a_single_agent_miniscule,1,1,5568,69,1,50,50,1,0,188.65142822265625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,82,79,79,0,0.04878048780487805
stage1a_single_agent_miniscule,1,1,5677,70,1,50,50,1,0,187.96279907226562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,109,106,106,0,0.03669724770642202
stage1a_single_agent_miniscule,1,1,5687,71,1,50,50,1,0,191.67825317382812,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,10,7,7,0,0.4
stage1a_single_agent_miniscule,1,1,5807,72,1,50,50,1,0,-3.326087474822998,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,5927,73,1,50,50,1,0,139.33944702148438,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,32,32,0,0.025
stage1a_single_agent_miniscule,1,1,6044,74,1,50,50,1,0,187.35357666015625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,117,114,114,0,0.03418803418803419
stage1a_single_agent_miniscule,1,1,6081,75,1,50,50,1,0,191.4346923828125,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,37,34,34,0,0.10810810810810811
stage1a_single_agent_miniscule,1,1,6201,76,1,50,50,1,0,-1.9399383068084717,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,6255,77,1,50,50,1,0,189.01336669921875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,54,50,50,0,0.07407407407407407
stage1a_single_agent_miniscule,1,1,6323,78,1,50,50,1,0,189.8059539794922,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,68,65,65,0,0.058823529411764705
stage1a_single_agent_miniscule,1,1,6412,79,1,50,50,1,0,190.64144897460938,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,89,80,80,0,0.0449438202247191
stage1a_single_agent_miniscule,1,1,6532,80,1,50,50,1,0,-2.556936025619507,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,6549,81,1,50,50,1,0,191.348876953125,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,17,10,10,0,0.23529411764705882
stage1a_single_agent_miniscule,1,1,6666,82,1,50,50,1,0,188.4352569580078,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,117,114,114,0,0.03418803418803419
stage1a_single_agent_miniscule,1,1,6670,83,1,50,50,1,0,191.70977783203125,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,6707,84,1,50,50,1,0,190.95596313476562,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,37,24,24,0,0.10810810810810811
stage1a_single_agent_miniscule,1,1,6711,85,1,50,50,1,0,191.45947265625,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,6745,86,1,50,50,1,0,191.04757690429688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,34,31,31,0,0.11764705882352941
stage1a_single_agent_miniscule,1,1,6865,87,1,50,50,1,0,-2.8872015476226807,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,6942,88,1,50,50,1,0,189.48257446289062,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,77,74,74,0,0.05194805194805195
stage1a_single_agent_miniscule,1,1,6966,89,1,50,50,1,0,190.77005004882812,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,24,16,16,0,0.16666666666666666
stage1a_single_agent_miniscule,1,1,7078,90,1,50,50,1,0,189.73223876953125,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,112,109,109,0,0.03571428571428571
stage1a_single_agent_miniscule,1,1,7129,91,1,50,50,1,0,190.08126831054688,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,51,47,47,0,0.0784313725490196
stage1a_single_agent_miniscule,1,1,7249,92,1,50,50,1,0,-3.7695391178131104,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,7369,93,1,50,50,1,0,-2.3867077827453613,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,7426,94,1,50,50,1,0,189.97482299804688,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,57,54,54,0,0.07017543859649122
stage1a_single_agent_miniscule,1,1,7430,95,1,50,50,1,0,191.71200561523438,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,7549,96,1,50,50,1,0,186.66275024414062,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,119,116,116,0,0.03361344537815126
stage1a_single_agent_miniscule,1,1,7669,97,1,50,50,1,0,141.36090087890625,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,52,52,0,0.025
stage1a_single_agent_miniscule,1,1,7738,98,1,50,50,1,0,189.64306640625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,69,31,31,0,0.057971014492753624
stage1a_single_agent_miniscule,1,1,7764,99,1,50,50,1,0,190.76678466796875,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,26,23,23,0,0.15384615384615385
stage1a_single_agent_miniscule,1,1,7884,100,1,50,50,1,0,-3.772946834564209,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,8004,101,1,50,50,1,0,-4.053752899169922,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,8124,102,1,50,50,1,0,-3.0206475257873535,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_miniscule,1,1,8207,103,1,50,50,1,0,189.84085083007812,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,83,80,80,0,0.04819277108433735
stage1a_single_agent_miniscule,1,1,8256,104,1,50,50,1,0,190.19210815429688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,49,46,46,0,0.08163265306122448
stage1a_single_agent_miniscule,1,1,8376,105,1,50,50,1,0,92.39569091796875,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,49,49,0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,8395,106,1,50,50,1,0,191.33453369140625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,19,16,16,0,0.21052631578947367
stage1a_single_agent_miniscule,1,1,8448,107,1,50,50,1,0,190.78338623046875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,53,50,50,0,0.07547169811320754
stage1a_single_agent_miniscule,1,1,8512,108,1,50,50,1,0,189.27267456054688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,64,29,29,0,0.0625
stage1a_single_agent_miniscule,1,1,8565,109,1,50,50,1,0,189.2890625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,53,50,50,0,0.07547169811320754
stage1a_single_agent_miniscule,1,1,8610,110,1,50,50,1,0,190.34603881835938,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,45,39,39,0,0.08888888888888889
stage1a_single_agent_miniscule,1,1,8678,111,1,50,50,1,0,189.23846435546875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,68,65,65,0,0.058823529411764705
stage1a_single_agent_miniscule,1,1,8798,112,1,50,50,1,0,41.7534294128418,1.0,1.0,1.0,0.4444444444444444,0.0,0,0,3,120,44,44,0,0.008333333333333333
stage1a_single_agent_miniscule,1,1,8815,113,1,50,50,1,0,190.70730590820312,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,17,14,14,0,0.23529411764705882
stage1a_single_agent_miniscule,1,1,8875,114,1,50,50,1,0,190.4871826171875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,60,56,56,0,0.06666666666666667
stage1a_single_agent_miniscule,1,1,8879,115,1,50,50,1,0,191.72201538085938,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,8999,116,1,50,50,1,0,90.68366241455078,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,77,77,0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,9038,117,1,50,50,1,0,190.49667358398438,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,39,36,36,0,0.10256410256410256
stage1a_single_agent_miniscule,1,1,9074,118,1,50,50,1,0,190.8023681640625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,36,33,33,0,0.1111111111111111
stage1a_single_agent_miniscule,1,1,9176,119,1,50,50,1,0,188.18536376953125,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,102,35,35,0,0.0392156862745098
stage1a_single_agent_miniscule,1,1,9234,120,1,50,50,1,0,189.47364807128906,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,58,24,24,0,0.06896551724137931
stage1a_single_agent_miniscule,1,1,9329,121,1,50,50,1,0,188.58975219726562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,95,1,1,0,0.042105263157894736
stage1a_single_agent_miniscule,1,1,9348,122,1,50,50,1,0,191.51368713378906,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,19,16,16,0,0.21052631578947367
stage1a_single_agent_miniscule,1,1,9383,123,1,50,50,1,0,190.41213989257812,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,35,32,32,0,0.11428571428571428
stage1a_single_agent_miniscule,1,1,9426,124,1,50,50,1,0,190.14697265625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,43,34,34,0,0.09302325581395349
stage1a_single_agent_miniscule,1,1,9546,125,1,50,50,1,0,139.21978759765625,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,11,11,0,0.025
stage1a_single_agent_miniscule,1,1,9636,126,1,50,50,1,0,188.8015899658203,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,90,87,87,0,0.044444444444444446
stage1a_single_agent_miniscule,1,1,9730,127,1,50,50,1,0,188.15560913085938,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,94,60,60,0,0.0425531914893617
stage1a_single_agent_miniscule,1,1,9749,128,1,50,50,1,0,191.09201049804688,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,19,16,16,0,0.21052631578947367
stage1a_single_agent_miniscule,1,1,9782,129,1,50,50,1,0,190.60997009277344,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,33,30,30,0,0.12121212121212122
stage1a_single_agent_miniscule,1,1,9794,130,1,50,50,1,0,191.27915954589844,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,12,9,9,0,0.3333333333333333
stage1a_single_agent_miniscule,1,1,9914,131,1,50,50,1,0,139.2125701904297,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,40,40,0,0.025
stage1a_single_agent_miniscule,1,1,10030,132,1,50,50,1,0,185.99851989746094,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,116,36,36,0,0.034482758620689655
stage1a_single_agent_miniscule,1,1,10086,133,1,50,50,1,0,188.6660919189453,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,56,28,28,0,0.07142857142857142
stage1a_single_agent_miniscule,1,1,10162,134,1,50,50,1,0,188.55345153808594,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,76,31,31,0,0.05263157894736842
stage1a_single_agent_miniscule,1,1,10187,135,1,50,50,1,0,190.89918518066406,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,25,21,21,0,0.16
stage1a_single_agent_miniscule,1,1,10193,136,1,50,50,1,0,191.95518493652344,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,6,1,1,0,0.6666666666666666
stage1a_single_agent_miniscule,1,1,10229,137,1,50,50,1,0,190.4475555419922,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,36,33,33,0,0.1111111111111111
stage1a_single_agent_miniscule,1,1,10306,138,1,50,50,1,0,187.7816162109375,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,77,27,27,0,0.05194805194805195
stage1a_single_agent_miniscule,1,1,10340,139,1,50,50,1,0,190.03773498535156,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,34,31,31,0,0.11764705882352941
stage1a_single_agent_miniscule,1,1,10397,140,1,50,50,1,0,189.15614318847656,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,57,30,30,0,0.07017543859649122
stage1a_single_agent_miniscule,1,1,10455,141,1,50,50,1,0,189.75233459472656,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,58,55,55,0,0.06896551724137931
stage1a_single_agent_miniscule,1,1,10497,142,1,50,50,1,0,190.56329345703125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,42,39,39,0,0.09523809523809523
stage1a_single_agent_miniscule,1,1,10529,143,1,50,50,1,0,190.45103454589844,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,32,29,29,0,0.125
stage1a_single_agent_miniscule,1,1,10643,144,1,50,50,1,0,186.4613800048828,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,114,38,38,0,0.03508771929824561
stage1a_single_agent_miniscule,1,1,10653,145,1,50,50,1,0,191.52366638183594,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,10,7,7,0,0.4
stage1a_single_agent_miniscule,1,1,10736,146,1,50,50,1,0,187.71739196777344,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,83,30,30,0,0.04819277108433735
stage1a_single_agent_miniscule,1,1,10795,147,1,50,50,1,0,189.17079162597656,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,59,37,37,0,0.06779661016949153
stage1a_single_agent_miniscule,1,1,10857,148,1,50,50,1,0,188.82969665527344,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,62,11,11,0,0.06451612903225806
stage1a_single_agent_miniscule,1,1,10933,149,1,50,50,1,0,188.31298828125,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,76,72,72,0,0.05263157894736842
stage1a_single_agent_miniscule,1,1,10937,150,1,50,50,1,0,191.22012329101562,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0
stage1a_single_agent_miniscule,1,1,10993,151,1,50,50,1,0,188.81517028808594,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,56,5,5,0,0.07142857142857142
stage1a_single_agent_miniscule,1,1,11024,152,1,50,50,1,0,189.9804229736328,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,31,28,28,0,0.12903225806451613
stage1a_single_agent_miniscule,1,1,11033,153,1,50,50,1,0,191.5005645751953,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,9,4,4,0,0.4444444444444444
