family,condition,episode,seed,policy_kind,checkpoint_dir,n_agents,width,height,n_obstacles,max_steps,pheromone_enabled,mean_episode_reward,food_picked_up,food_delivered,delivery_conversion,exploration_coverage,pheromone_usage,episode_length,time_to_first_discovery,carrying_stall_fraction,carrying_low_progress_fraction,non_carrying_nest_loiter_fraction,non_carrying_nest_crowding_fraction,non_carrying_explore_active_fraction,non_carrying_force_explore_fraction,non_carrying_random_explore_fraction
curriculum_vs_weaker_training,current_curriculum_final,1,2,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-398.7376403808594,4,4,1.0,0.251271186440678,0.037875167738360076,800,159,0.0375,0.22375,0.645,0.79125,3.845,1.645,5.51
curriculum_vs_weaker_training,current_curriculum_final,2,4,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-432.6390686035156,4,4,1.0,0.23728813559322035,0.016090529910907207,800,108,0.0775,0.27625,1.3225,1.0925,4.40875,2.02875,5.47625
curriculum_vs_weaker_training,current_curriculum_final,3,6,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-278.7728576660156,4,3,0.75,0.1961864406779661,0.031019379453828152,800,77,0.08875,0.33875,0.8325,0.67625,3.99,1.22875,5.31
curriculum_vs_weaker_training,current_curriculum_final,4,25,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-254.25547790527344,1,1,1.0,0.29491525423728815,0.005278583949402672,800,176,0.05125,0.18625,0.12375,0.0275,4.03875,1.04875,5.67375
curriculum_vs_weaker_training,current_curriculum_final,5,32,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-430.075927734375,5,5,1.0,0.19152542372881357,0.018100153764826245,800,100,0.0325,0.18875,0.53,1.01625,4.4875,2.16125,5.5675
curriculum_vs_weaker_training,current_curriculum_final,6,33,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-710.8108520507812,5,5,1.0,0.22923728813559321,0.05105999998493644,800,43,0.12875,0.37875,1.73,1.42625,3.41875,1.87125,5.31875
curriculum_vs_weaker_training,current_curriculum_final,7,36,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-252.378173828125,4,3,0.75,0.2478813559322034,0.018843010154062846,800,85,0.13,0.30625,0.26,0.1225,4.94375,1.42125,5.48125
curriculum_vs_weaker_training,current_curriculum_final,8,41,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-311.7017822265625,6,6,1.0,0.26440677966101694,0.014317138887272447,800,308,0.1625,0.5275,0.4525,0.655,3.86625,1.33,5.13625
curriculum_vs_weaker_training,older_weaker_curriculum_final,1,2,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-38.69242858886719,1,0,0.0,0.1843220338983051,0.0060768514654288685,800,723,0.03875,0.08375,0.0,0.0,0.27625,0.04625,5.90375
curriculum_vs_weaker_training,older_weaker_curriculum_final,2,4,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-327.7530212402344,1,0,0.0,0.14661016949152542,0.049369681382474176,800,158,0.47,0.68875,1.0,0.6225,2.32625,1.3925,5.1975
curriculum_vs_weaker_training,older_weaker_curriculum_final,3,6,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-165.89649963378906,3,0,0.0,0.12372881355932204,0.09570914788248047,800,332,0.64125,1.045,0.03375,0.055,2.84625,0.45125,4.75125
curriculum_vs_weaker_training,older_weaker_curriculum_final,4,25,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-138.05421447753906,4,0,0.0,0.1288135593220339,0.15974795070161538,800,34,1.3575,2.3425,0.01375,0.0,2.1725,0.275,3.185
curriculum_vs_weaker_training,older_weaker_curriculum_final,5,32,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-146.21275329589844,2,0,0.0,0.1440677966101695,0.06188191643348546,800,375,0.3725,0.605,0.0075,0.0025,2.49875,0.3,5.295
curriculum_vs_weaker_training,older_weaker_curriculum_final,6,33,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-74.5558853149414,3,0,0.0,0.16991525423728815,0.08910928287761635,800,147,0.79,1.3125,0.05375,0.005,0.93625,0.28625,4.39
curriculum_vs_weaker_training,older_weaker_curriculum_final,7,36,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-186.4353485107422,2,0,0.0,0.15635593220338984,0.11902507917284916,800,118,0.78125,1.38625,0.0,0.0025,2.8425,0.71,4.3125
curriculum_vs_weaker_training,older_weaker_curriculum_final,8,41,mappo_gru,checkpoints/mappo_full_600k_33/stage3b_full_swarm_final,6,1400,950,18,800,True,-94.04158782958984,1,0,0.0,0.12542372881355932,0.06346249702488421,800,26,0.47125,0.785,0.0,0.0,1.6025,0.07125,5.0325
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,1,2,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-398.7376403808594,4,4,1.0,0.251271186440678,0.037875167738360076,800,159,0.0375,0.22375,0.645,0.79125,3.845,1.645,5.51
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,2,4,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-432.6390686035156,4,4,1.0,0.23728813559322035,0.016090529910907207,800,108,0.0775,0.27625,1.3225,1.0925,4.40875,2.02875,5.47625
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,3,6,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-278.7728576660156,4,3,0.75,0.1961864406779661,0.031019379453828152,800,77,0.08875,0.33875,0.8325,0.67625,3.99,1.22875,5.31
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,4,25,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-254.25547790527344,1,1,1.0,0.29491525423728815,0.005278583949402672,800,176,0.05125,0.18625,0.12375,0.0275,4.03875,1.04875,5.67375
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,5,32,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-430.075927734375,5,5,1.0,0.19152542372881357,0.018100153764826245,800,100,0.0325,0.18875,0.53,1.01625,4.4875,2.16125,5.5675
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,6,33,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-710.8108520507812,5,5,1.0,0.22923728813559321,0.05105999998493644,800,43,0.12875,0.37875,1.73,1.42625,3.41875,1.87125,5.31875
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,7,36,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-252.378173828125,4,3,0.75,0.2478813559322034,0.018843010154062846,800,85,0.13,0.30625,0.26,0.1225,4.94375,1.42125,5.48125
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,8,41,mappo_gru,checkpoints/mappo_g/stage3b_full_swarm_final,6,1400,950,18,800,True,-311.7017822265625,6,6,1.0,0.26440677966101694,0.014317138887272447,800,308,0.1625,0.5275,0.4525,0.655,3.86625,1.33,5.13625
