family,condition,n_agents,width,height,n_obstacles,pheromone_enabled,n,mean_episode_reward_mean,mean_episode_reward_std,mean_episode_reward_ci95,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95,episode_length_mean,episode_length_std,episode_length_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,carrying_stall_fraction_mean,carrying_stall_fraction_std,carrying_stall_fraction_ci95,carrying_low_progress_fraction_mean,carrying_low_progress_fraction_std,carrying_low_progress_fraction_ci95,non_carrying_nest_loiter_fraction_mean,non_carrying_nest_loiter_fraction_std,non_carrying_nest_loiter_fraction_ci95,non_carrying_nest_crowding_fraction_mean,non_carrying_nest_crowding_fraction_std,non_carrying_nest_crowding_fraction_ci95,non_carrying_explore_active_fraction_mean,non_carrying_explore_active_fraction_std,non_carrying_explore_active_fraction_ci95,non_carrying_force_explore_fraction_mean,non_carrying_force_explore_fraction_std,non_carrying_force_explore_fraction_ci95,non_carrying_random_explore_fraction_mean,non_carrying_random_explore_fraction_std,non_carrying_random_explore_fraction_ci95
swarm_size_scaling,15_agents,15,1400,950,18,True,20,-412.05163116455077,95.43893932248007,41.82795938100646,2.95,2.9819633235769167,1.3069030487941207,2.75,2.881428739175649,1.2628418244911792,0.6871212121212121,0.43058246761567964,0.18871108683161922,0.33091101694915254,0.050282408091798694,0.022037236982866883,0.00959086441029455,0.009474653589068384,0.004152450019730175,800.0,0.0,0.0,56.75,88.4068793465162,38.746023211896755,0.0904375,0.12465166926806791,0.05463100277447537,0.254375,0.26051615643402604,0.11417623966459647,0.4881874999999999,0.4733081843107368,0.20743645778745815,1.2700624999999999,0.5516729155546599,0.24178131554304122,12.083562500000001,1.043218409774972,0.45721062680866936,4.5453125,0.9520040215631278,0.41723415858539253,14.5413125,0.4241177908239892,0.18587781730689737
swarm_size_scaling,20_agents,20,1400,950,18,True,20,-478.2002380371094,203.2787319068331,89.0908323330323,4.05,3.531437757001948,1.547720837061285,3.85,3.4070360633316024,1.493199390922937,0.875,0.31933318682925255,0.13995393979148246,0.37245762711864405,0.04524770506166746,0.019830681091374952,0.009226823208720541,0.0071390578035980074,0.0031288300346525156,800.0,0.0,0.0,75.75,100.02940357188665,43.839819042557764,0.08506250000000001,0.0923108619300197,0.0404570190180758,0.301875,0.2728961087744025,0.11960199300288919,0.7216250000000001,0.6279471435810334,0.27520996986750623,1.8669999999999995,0.8740731369194517,0.38307944248584147,16.352187500000003,1.15377026946613,0.5056621155771253,5.9273125,1.326509894112227,0.5813685940279536,19.441312500000002,0.47636981760497804,0.20877827774040575
swarm_size_scaling,30_agents,30,1400,950,18,True,20,-545.4212951660156,185.1569622082284,81.14861658497182,5.1,4.632834757978839,2.030429355683436,4.65,3.897029908181763,1.7079486618686603,0.8591666666666666,0.3100521084294065,0.13588632783899654,0.4402330508474576,0.0430557102745039,0.01886999701869206,0.010855851675990805,0.00869761543861768,0.003811898035128553,800.0,0.0,0.0,52.55,62.575827685507406,27.425065672809147,0.16093749999999996,0.19710481574065586,0.08638499427098069,0.45200000000000007,0.4616819579138412,0.20234103940858697,0.9154375000000001,0.6739715941372807,0.29538107468139224,2.7298125000000004,0.9135844560784504,0.40039604160780284,24.6899375,1.3211061500515189,0.5790002987736137,8.7755625,1.6291428200513913,0.7140033217753612,29.219,0.7121151546070711,0.31209822712779994
robustness_harder_environments,control_final_stage,6,1400,950,18,True,20,-315.91498413085935,84.88922522587957,37.2043433198219,1.3,1.4545753585442764,0.6374957584998218,1.25,1.4095538674570611,0.6177642200540165,0.5833333333333333,0.4941174422985144,0.21655651721017039,0.21205508474576273,0.04520141680983009,0.01981039437055203,0.009537964503718284,0.011664813523231482,0.005112329932629666,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.0374375,0.06089717795509687,0.026689364990917654,0.10575000000000001,0.13094632789610286,0.057389758553613945,0.22156250000000002,0.2828345349804927,0.12395770033378108,0.22025,0.18932862685650162,0.08297692922861467,4.726875,0.5189940770121411,0.22745918307930602,1.66025,0.46138336040992844,0.2022101732825215,5.810125,0.2155099903045161,0.09445141767763884
robustness_harder_environments,more_obstacles,6,1400,950,24,True,20,-328.78271636962893,64.97708154000334,28.477461575386858,0.7,1.0809352675491621,0.4737407685533024,0.65,1.0894228312566052,0.47746060735829016,0.35,0.4893604849295929,0.21447168872174688,0.17798728813559322,0.04295265159930808,0.01882482956282391,0.007761384944946259,0.015165968835513672,0.0066467789031269715,800.0,0.0,0.0,60.2,109.49097535509732,47.986535708083345,0.035125,0.0707861168740401,0.03102338356194532,0.0949375,0.16244355041788647,0.07119402496319846,0.0870625,0.1829780486367005,0.08019366560781731,0.18975,0.1925139263588618,0.0843729482869455,4.7326250000000005,0.6520242896872058,0.285762244405435,1.6942500000000003,0.3401824201033446,0.14909151915588803,5.835937500000001,0.2566365425404286,0.11247592390765933
robustness_harder_environments,sensor_noise,6,1400,950,18,True,20,-338.04362030029296,103.57550806206358,45.39396785884692,1.15,1.2680278927697548,0.5557377268574012,1.05,1.2763022245616642,0.5593641126550002,0.6,0.5026246899500346,0.2202849828840144,0.20625,0.045593666988914816,0.01998230559121753,0.006579054370015607,0.009294547035935134,0.004073514842514347,800.0,0.0,0.0,114.5,176.8387609332893,77.50300413871913,0.030812500000000003,0.05544715804733653,0.024300788452391718,0.080875,0.09353185145629324,0.04099214127186614,0.20412499999999997,0.30016609985139897,0.13155359354650864,0.26512499999999994,0.34512747930827564,0.15125878690874545,4.831125,0.4578580889372418,0.20066515493871612,1.779,0.49466771808537235,0.21679768620706455,5.850625,0.15184690827485292,0.0665498417788463
robustness_harder_environments,failed_agents_2,6,1400,950,18,True,20,-221.74262771606445,58.029441752844924,25.432524185322254,0.85,0.9880869341680844,0.4330481922859224,0.7,1.0310954828418375,0.451897519821754,0.45,0.5104177855340405,0.22370045761428858,0.16118644067796611,0.0295571010058543,0.012953970665115852,0.011279285042327197,0.020138105535322262,0.008825913891348892,800.0,0.0,0.0,150.65,201.25455862767694,88.20369927914767,0.0450625,0.08829942610977598,0.03869892975451306,0.1170625,0.1909060266721217,0.0836682551788374,0.1486875,0.2023360589627537,0.08867768769946408,0.1199375,0.195799421989228,0.08581288023452385,3.0403125,0.5849320803745642,0.2563577872118276,1.1610625,0.41058091768505905,0.17994502107277535,3.821125,0.25423158863110373,0.11142190638455447
baseline_comparison,current_mappo,6,1400,950,18,True,20,-315.91498413085935,84.88922522587957,37.2043433198219,1.3,1.4545753585442764,0.6374957584998218,1.25,1.4095538674570611,0.6177642200540165,0.5833333333333333,0.4941174422985144,0.21655651721017039,0.21205508474576273,0.04520141680983009,0.01981039437055203,0.009537964503718284,0.011664813523231482,0.005112329932629666,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.0374375,0.06089717795509687,0.026689364990917654,0.10575000000000001,0.13094632789610286,0.057389758553613945,0.22156250000000002,0.2828345349804927,0.12395770033378108,0.22025,0.18932862685650162,0.08297692922861467,4.726875,0.5189940770121411,0.22745918307930602,1.66025,0.46138336040992844,0.2022101732825215,5.810125,0.2155099903045161,0.09445141767763884
baseline_comparison,rule_based,6,1400,950,18,True,20,-223.46364364624023,109.19525019138075,47.856928440612755,1.45,1.394538218230416,0.6111833216241908,0.3,0.7326950970650465,0.32111778458837714,0.125,0.2867696673382022,0.12568234813043136,0.09940677966101695,0.034107405930791326,0.014948229726696063,0.031033089534487475,0.03603343078550705,0.015792347336989768,800.0,0.0,0.0,51.5,93.35360055639046,40.914019370536444,0.8961874999999999,0.9540199292957254,0.4181176691037779,0.9078125,0.9643874926707298,0.42266145409141703,0.09525,0.23190451471967602,0.10163663480365004,0.009312499999999998,0.018279063915627048,0.00801115297815949,1.105125,1.0395479866015656,0.4556019929271717,0.24062500000000003,0.3377446725202182,0.14802312917154817,5.0455625,0.9895306798088146,0.4336809417113212
baseline_comparison,random,6,1400,950,18,True,20,-125.16695251464844,86.69846430486052,37.99727730717941,0.75,1.019545822516343,0.4468356580032058,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.27290254237288136,0.023218139249355285,0.010175798183832414,0.016956258087483547,0.025916706683928842,0.011358497508044857,800.0,0.0,0.0,158.25,234.59727530162698,102.81678916249139,0.23543750000000005,0.36561328141364424,0.1602370855406631,0.33487500000000003,0.5195824645809364,0.22771705530109068,0.0585625,0.2227974338856995,0.09764528064666408,0.006812500000000001,0.014438361503118589,0.006327890929719084,0.9404375000000001,0.6267380143659037,0.27468004562425846,0.2365625,0.3809240139985788,0.1669473099543291,5.5891874999999995,0.6437861225174497,0.282151708452325
