family,condition,n_agents,width,height,n_obstacles,pheromone_enabled,n,mean_episode_reward_mean,mean_episode_reward_std,mean_episode_reward_ci95,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95,episode_length_mean,episode_length_std,episode_length_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,carrying_stall_fraction_mean,carrying_stall_fraction_std,carrying_stall_fraction_ci95,carrying_low_progress_fraction_mean,carrying_low_progress_fraction_std,carrying_low_progress_fraction_ci95,non_carrying_nest_loiter_fraction_mean,non_carrying_nest_loiter_fraction_std,non_carrying_nest_loiter_fraction_ci95,non_carrying_nest_crowding_fraction_mean,non_carrying_nest_crowding_fraction_std,non_carrying_nest_crowding_fraction_ci95,non_carrying_explore_active_fraction_mean,non_carrying_explore_active_fraction_std,non_carrying_explore_active_fraction_ci95,non_carrying_force_explore_fraction_mean,non_carrying_force_explore_fraction_std,non_carrying_force_explore_fraction_ci95,non_carrying_random_explore_fraction_mean,non_carrying_random_explore_fraction_std,non_carrying_random_explore_fraction_ci95
curriculum_vs_weaker_training,current_curriculum_final,6,1400,950,18,True,20,-315.91498413085935,84.88922522587957,37.2043433198219,1.3,1.4545753585442764,0.6374957584998218,1.25,1.4095538674570611,0.6177642200540165,0.5833333333333333,0.4941174422985144,0.21655651721017039,0.21205508474576273,0.04520141680983009,0.01981039437055203,0.009537964503718284,0.011664813523231482,0.005112329932629666,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.0374375,0.06089717795509687,0.026689364990917654,0.10575000000000001,0.13094632789610286,0.057389758553613945,0.22156250000000002,0.2828345349804927,0.12395770033378108,0.22025,0.18932862685650162,0.08297692922861467,4.726875,0.5189940770121411,0.22745918307930602,1.66025,0.46138336040992844,0.2022101732825215,5.810125,0.2155099903045161,0.09445141767763884
curriculum_vs_weaker_training,older_weaker_curriculum_final,6,1400,950,18,True,20,-128.45378341674805,94.30668250977484,41.33172595357201,1.9,1.2523661815266247,0.5488736792646134,0.0,0.0,0.0,0.0,0.0,0.0,0.14641949152542377,0.0204124801067538,0.008946163849180476,0.07698618909162026,0.05496126237111683,0.024087835283039625,800.0,0.0,0.0,153.0,193.43950502744562,84.77860102395502,0.5844375,0.4037787131308826,0.1769638234838959,0.9936875000000001,0.6859391941892518,0.30062610666116474,0.05675,0.2230501772672404,0.09775605031753384,0.014562500000000003,0.037638505182438116,0.01649580220724431,1.6544374999999998,0.8539671811879264,0.37426761886725624,0.3381875,0.4245284681034514,0.186057804560381,4.7929375,0.8290890763639649,0.36336430869385855
pheromone_ablation,trained_with_pheromone_eval_with_pheromone,6,1400,950,18,True,20,-315.91498413085935,84.88922522587957,37.2043433198219,1.3,1.4545753585442764,0.6374957584998218,1.25,1.4095538674570611,0.6177642200540165,0.5833333333333333,0.4941174422985144,0.21655651721017039,0.21205508474576273,0.04520141680983009,0.01981039437055203,0.009537964503718284,0.011664813523231482,0.005112329932629666,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.0374375,0.06089717795509687,0.026689364990917654,0.10575000000000001,0.13094632789610286,0.057389758553613945,0.22156250000000002,0.2828345349804927,0.12395770033378108,0.22025,0.18932862685650162,0.08297692922861467,4.726875,0.5189940770121411,0.22745918307930602,1.66025,0.46138336040992844,0.2022101732825215,5.810125,0.2155099903045161,0.09445141767763884
pheromone_ablation,trained_with_pheromone_eval_without_pheromone,6,1400,950,18,False,20,-323.0250923156738,72.89524605419803,31.94775018109698,1.1,1.1652874052533588,0.5107097228882878,1.05,1.1459310165698642,0.5022264115128282,0.575,0.4940434670840421,0.2165240961429612,0.2090677966101695,0.04376577696317872,0.019181197466041335,0.0,0.0,0.0,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.043625000000000004,0.08338234304442964,0.03654392308542808,0.11112499999999999,0.1745666156212971,0.07650719254973422,0.23643749999999994,0.35519853487540115,0.15567262161998643,0.27956250000000005,0.2543672085965692,0.11148134445508433,4.7045625,0.6697179142773078,0.29351681728639367,1.6580624999999998,0.4677962182502232,0.20502073215046604,5.810687499999999,0.263206278857977,0.11535523779971563
swarm_size_scaling,1_agents,1,1400,950,18,True,20,-307.3221771240234,120.6194638956792,52.86381085334278,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.04870762711864406,0.011175753653461427,0.00489798999431055,0.0018553354339965154,0.008297312302960566,0.00363645745063317,800.0,0.0,0.0,2.6,16.09968943799849,7.056000000000001,0.0005625,0.0025155764746872637,0.0011025000000000002,0.0029375,0.013136899367811265,0.0057575,0.018187500000000002,0.08133697268155486,0.035647500000000006,0.0,0.0,0.0,0.8555625000000001,0.08917335552465386,0.039081946208036955,0.323375,0.14060495471168039,0.06162283839488495,0.9944375000000001,0.024876256249685147,0.010902499999999992
swarm_size_scaling,2_agents,2,1400,950,18,True,20,-299.47006759643557,81.14730661234373,35.56437518013887,0.6,1.0462967275611939,0.4585597590626318,0.5,0.9459053029269173,0.41456127729393505,0.3,0.44128997507904383,0.1934038588849223,0.09896186440677968,0.029651927688530418,0.012995530291190596,0.016485279009320945,0.029148554396102887,0.012774917218805132,800.0,0.0,0.0,91.25,162.20223731340354,71.08826483212333,0.0313125,0.06299602509390237,0.02760922530676066,0.078875,0.13570169732871706,0.05947389109826614,0.0485,0.08663254220222938,0.037968385671849625,0.014000000000000002,0.032417912527360225,0.014207776595564617,1.4423124999999999,0.27157837720832134,0.11902447168074967,0.5430624999999999,0.18067876180421777,0.0791859587230058,1.8712499999999999,0.2062051386617858,0.09037338664207452
swarm_size_scaling,3_agents,3,1400,950,18,True,20,-299.15875549316405,71.56511442795983,31.36479429297995,0.35,0.5871429486123998,0.25732674293897034,0.35,0.5871429486123998,0.25732674293897034,0.3,0.4701623459816272,0.2060577333508359,0.13241525423728814,0.03878827441101982,0.016999710789339362,0.007995760391593647,0.014986199691977975,0.006567991602187235,800.0,0.0,0.0,52.2,109.51596855445808,47.99748946066154,0.0218125,0.04747311392833454,0.02080600953008023,0.052500000000000005,0.09543615253417499,0.041826738017181,0.038250000000000006,0.06804047750381657,0.029820054052335492,0.03425,0.036256578350476076,0.015890146069349492,2.3495,0.23092505619561374,0.10120736817882485,0.8218749999999998,0.2728288997753566,0.1195725373603382,2.9134374999999997,0.1482823115360483,0.06498758837725943
swarm_size_scaling,4_agents,4,1400,950,18,True,20,-290.68294830322264,72.08631852838559,31.593222061525864,1.2,1.6091841672756186,0.7052560565235564,1.0,1.2565617248750864,0.550712457210036,0.5607142857142857,0.4851583505766589,0.21263002214125237,0.16451271186440677,0.04028248574537945,0.01765457778014961,0.015978414870531192,0.02619962000699233,0.01148248973877848,800.0,0.0,0.0,85.75,106.2736660949605,46.57648775486348,0.0415,0.08526815287513177,0.03737041568434919,0.11162500000000002,0.16991585572369575,0.07446890715523316,0.1491875,0.2226645145049764,0.09758702615958256,0.09793750000000001,0.11830997074478371,0.051851630852264165,2.9521250000000006,0.6238805896416226,0.2734277240231386,1.0315,0.39152527309700486,0.1715935166085982,3.80975,0.2447711740209189,0.10727569687246821
swarm_size_scaling,6_agents,6,1400,950,18,True,20,-315.91498413085935,84.88922522587957,37.2043433198219,1.3,1.4545753585442764,0.6374957584998218,1.25,1.4095538674570611,0.6177642200540165,0.5833333333333333,0.4941174422985144,0.21655651721017039,0.21205508474576273,0.04520141680983009,0.01981039437055203,0.009537964503718284,0.011664813523231482,0.005112329932629666,800.0,0.0,0.0,112.5,155.0841876632105,67.9686420266535,0.0374375,0.06089717795509687,0.026689364990917654,0.10575000000000001,0.13094632789610286,0.057389758553613945,0.22156250000000002,0.2828345349804927,0.12395770033378108,0.22025,0.18932862685650162,0.08297692922861467,4.726875,0.5189940770121411,0.22745918307930602,1.66025,0.46138336040992844,0.2022101732825215,5.810125,0.2155099903045161,0.09445141767763884
swarm_size_scaling,10_agents,10,1400,950,18,True,20,-359.460498046875,105.2453330062653,46.12580090765585,1.95,2.928534751283257,1.283486944554601,1.9,2.731878089288913,1.1972983623228808,0.6461538461538462,0.48676024293436904,0.21333208242132992,0.26309322033898297,0.05056023920628484,0.02215900183748497,0.008307014281320515,0.010221392126708088,0.004479722613520083,800.0,0.0,0.0,81.25,106.32961413503419,46.601008064542754,0.06031249999999999,0.08014365699529158,0.035124506341352106,0.15806250000000002,0.18725487266163812,0.08206806638034,0.30999999999999994,0.3436778632443622,0.15062346465694898,0.6605625,0.4601986618713247,0.2016909562553496,8.0429375,0.7769554357732698,0.3405157332958926,2.9325,0.7744781774642984,0.33943002697246205,9.71925,0.3286524019626047,0.14403826590436597
