condition,n_agents,n,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,early_deliveries_mean,early_deliveries_std,early_deliveries_ci95,late_deliveries_mean,late_deliveries_std,late_deliveries_ci95,late_delivery_fraction_mean,late_delivery_fraction_std,late_delivery_fraction_ci95,post_discovery_deliveries_mean,post_discovery_deliveries_std,post_discovery_deliveries_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,pickup_to_delivery_latency_mean,pickup_to_delivery_latency_std,pickup_to_delivery_latency_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95
trained_with_pheromone__eval_with_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,77.3,241.0031884480063,105.6243043841311,84.8,264.08862148907514,115.74194150782162,6.6,23.394556271874336,10.253116352961593,0.06921610169491527,0.018995688315292376,0.008325227469068873,0.0026247641056300684,0.008693253332121512,0.0038099862576650503
trained_with_pheromone__eval_without_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.0,0.0,0.0,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,77.3,241.0031884480063,105.6243043841311,41.95,192.07823926723194,84.18199999999999,2.95,17.66493702224834,7.742,0.06968220338983053,0.016290430445579686,0.007139595932373479,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,41.3,159.87893446045518,70.07003246226704,59.55,194.59092719694928,85.28323403934986,17.35,67.42424599035886,29.549978683757566,0.06603813559322035,0.020347936532849262,0.008917876380703257,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,3,20,0.35,0.6708203932499369,0.294,0.25,0.4442616583193193,0.19470625648856144,0.2,0.37696851746252596,0.16521373716301083,0.1,0.30779350562554625,0.1348964515158903,0.15,0.36634754853252327,0.16055889229418857,0.15,0.36634754853252327,0.16055889229418857,0.25,0.4442616583193193,0.19470625648856144,47.65,113.08602919901291,49.56213752452571,95.6,178.55661051300999,78.25588491205261,47.2,91.66793619535562,40.17524439122601,0.14959745762711865,0.049869891309372597,0.021856443531663487,0.0045346891277343575,0.010630595321928085,0.004659063821100002
trained_with_pheromone__eval_without_pheromone,3,20,0.5,1.0,0.43826932358995874,0.4,0.8207826816681233,0.3597238707090408,0.20833333333333331,0.3856906920597391,0.16903639872396492,0.1,0.30779350562554625,0.1348964515158903,0.3,0.8013147091860318,0.35119165557764664,0.15,0.36634754853252327,0.16055889229418857,0.4,0.8207826816681233,0.3597238707090408,47.65,113.08602919901291,49.56213752452571,94.05,176.5924463425974,77.39505200966626,45.65,89.08616467691324,39.043733134174445,0.15470338983050846,0.04856980611774029,0.021286656074117477,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,3,20,0.25,0.5501196042201808,0.24110054683515444,0.15,0.4893604849295929,0.21447168872174688,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.15,0.4893604849295929,0.21447168872174688,0.1,0.30779350562554625,0.1348964515158903,0.15,0.4893604849295929,0.21447168872174688,145.85,371.3075438302636,162.7327060783386,93.35,301.73694974614114,132.24204886733867,5.4,19.794736142403327,8.675425619772815,0.1375423728813559,0.03275341359304872,0.014354816420687625,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,6,20,0.6,1.187655806953123,0.5205131071710318,0.6,1.187655806953123,0.5205131071710318,0.25,0.4442616583193193,0.19470625648856144,0.1,0.30779350562554625,0.1348964515158903,0.5,1.1470786693528088,0.5027293925217254,0.175,0.37257991018529735,0.16329034522011784,0.6,1.187655806953123,0.5205131071710318,63.0,139.51721267133652,61.146114426623086,97.35,192.17652931888594,84.22507751445403,33.6,68.12403548327357,29.856674951472655,0.22796610169491527,0.05303430042933877,0.023243306976232964,0.0033260503012958603,0.007024269721540198,0.0030785219395728504
trained_with_pheromone__eval_without_pheromone,6,20,0.5,1.0513149660756937,0.4607590990619948,0.5,1.0513149660756937,0.4607590990619948,0.25,0.4442616583193193,0.19470625648856144,0.15,0.36634754853252327,0.16055889229418857,0.35,0.812727700887249,0.3561936197306769,0.1625,0.3467423584708028,0.15196653890698575,0.5,1.0513149660756937,0.4607590990619948,63.8,141.7123105004234,62.10815846739077,91.1,178.73971078226103,78.3361321432064,26.55,53.16060571513459,23.29866270840453,0.22648305084745762,0.05201864459243559,0.02279817617959321,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,6,20,0.7,1.218281792655455,0.5339355372090687,0.7,1.218281792655455,0.5339355372090687,0.3,0.4701623459816272,0.2060577333508359,0.2,0.4103913408340617,0.17986193535452044,0.5,1.0,0.43826932358995874,0.1875,0.3523884668642653,0.15444105501350414,0.7,1.218281792655455,0.5339355372090687,81.9,172.06513454594977,75.41087013086864,108.85,203.09299788390953,89.00943080843795,26.25,45.49595123686687,19.93947977466339,0.21125,0.03889312899080678,0.017045665335097902,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,10,20,0.85,1.5652475842498526,0.6859999999999998,0.7,1.3416407864998738,0.588,0.27749999999999997,0.43904052084900824,0.19241799210107802,0.3,0.5712405705774793,0.25035721847413395,0.4,0.8825799501580878,0.38680771776984463,0.14583333333333331,0.31048325848774777,0.13607528768343152,0.7,1.3416407864998738,0.588,93.3,232.61513278374647,101.94807690192101,98.65,218.14873607846457,95.6078990031131,40.75,79.73104460424565,34.94367098782357,0.2859110169491525,0.0570954767298577,0.025023195966440964,0.003109781626022353,0.005875949208297724,0.002575248284969597
