condition,n_agents,n,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,early_deliveries_mean,early_deliveries_std,early_deliveries_ci95,late_deliveries_mean,late_deliveries_std,late_deliveries_ci95,late_delivery_fraction_mean,late_delivery_fraction_std,late_delivery_fraction_ci95,post_discovery_deliveries_mean,post_discovery_deliveries_std,post_discovery_deliveries_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,pickup_to_delivery_latency_mean,pickup_to_delivery_latency_std,pickup_to_delivery_latency_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95
trained_with_pheromone__eval_without_pheromone,10,20,1.15,2.2307657406087458,0.9776761922242484,1.0,2.176428750330035,0.9538619562488836,0.3125,0.45069390943299864,0.19752531483331442,0.5,1.1470786693528088,0.5027293925217254,0.5,1.1470786693528088,0.5027293925217254,0.14305555555555555,0.3073809113971751,0.13471562412250498,1.0,2.176428750330035,0.9538619562488836,99.3,231.6001772565452,101.50325302954062,109.2,217.767041148394,95.44061382429335,45.35,76.45519843948514,33.507968105009226,0.2838983050847458,0.06117162474661617,0.02680964660059825,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,10,20,1.1,2.074912807299318,0.9093706325632145,1.0,1.9194297398747862,0.841227173773373,0.32499999999999996,0.46034248628424745,0.201753990083517,0.5,1.3572417850765923,0.5948374390935464,0.5,1.2354415362426845,0.5414561264240209,0.14047619047619048,0.330086225249969,0.14466666666666667,1.0,1.9194297398747862,0.841227173773373,48.0,93.4558719396486,40.958841780499604,114.4,191.25304263145588,83.82034162860971,65.75,145.2304430171146,63.650048025780855,0.2663559322033898,0.05023106168398976,0.022014733427447686,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,15,20,2.4,4.121828924665666,1.8064711747667483,2.25,3.8780760286784637,1.6996417579193437,0.33275613275613275,0.4666076193117915,0.20449980569769982,0.65,1.1367080817685318,0.49818428211593396,1.6,3.0331501776206204,1.3293366766925525,0.1834469696969697,0.33450192749496876,0.1466019335027574,2.25,3.8780760286784637,1.6996417579193437,22.95,50.33934842645463,22.062192184821527,47.95,78.44439867964141,34.379773548747494,24.35,35.75983486362436,15.672438637369273,0.3421610169491526,0.05412680051393789,0.023722116249332188,0.004458705364283944,0.009532564141534644,0.0041778304383882844
trained_with_pheromone__eval_without_pheromone,15,20,2.85,4.016741281974206,1.7604144846866994,2.8,3.9416801119907174,1.7275174764901646,0.3944444444444445,0.4962170080099397,0.21747669245434942,0.85,1.268027892769755,0.5557377268574013,1.95,2.910507280798134,1.2755860572590483,0.24555555555555553,0.3512016409309509,0.15392090561449143,2.8,3.9416801119907174,1.7275174764901646,34.05,66.45019900172173,29.123083768902738,68.95,101.72277859068994,44.58197336663282,34.3,46.37388103345743,20.324249472774603,0.34605932203389833,0.061496421850066686,0.026951995207431485,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,15,20,1.45,2.9105072807981336,1.275586057259048,1.3,2.556724878680371,1.1205340831848656,0.28194444444444444,0.4450174486069646,0.1950374961867036,0.65,1.1821033884786185,0.5180796524819224,0.65,1.4608937423083819,0.6402649122782981,0.11190476190476191,0.23175776168801238,0.10157231745172804,1.3,2.556724878680371,1.1205340831848656,29.7,70.06320454831443,30.706553265934687,69.6,128.8885279285125,56.487887953734685,39.2,77.54835503362436,33.987065106100516,0.309406779661017,0.047313363948681894,0.020735996014554354,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,20,20,2.75,4.351345829317154,1.907061393320817,2.65,4.221187161525958,1.8500168420285998,0.4871212121212121,0.5013218957215645,0.2197140081387259,0.85,1.2680278927697552,0.5557377268574014,1.8,3.365459224158523,1.4749775377415433,0.19646464646464645,0.3588605547565295,0.15727757259626154,2.65,4.221187161525958,1.8500168420285998,47.4,82.0842955683203,35.975028696085985,106.25,138.13337376379548,60.539620284657595,58.35,77.70881884519792,34.05739147225954,0.3794491525423729,0.06293816307230295,0.027583866157692732,0.004033986048875485,0.006756744185295484,0.0029612737037598385
trained_with_pheromone__eval_without_pheromone,20,20,1.55,3.1867323637065503,1.3966470375039004,1.5,3.052177824715364,1.3376759107142742,0.395,0.4968055851876911,0.21773464777592302,0.6,1.1424811411549587,0.5007144369482679,0.9,1.99736668746891,0.8753845470781156,0.19611111111111112,0.36083930391361596,0.15814479765089204,1.5,3.052177824715364,1.3376759107142742,86.05,190.80203987655017,83.62268095627998,126.65,239.5103063379638,104.97001995156322,40.0,63.00208852010175,27.6118827204597,0.37502118644067794,0.05290754568737894,0.023187754261212407,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,20,20,1.7,3.1136372367546707,1.3646116856569779,1.65,2.9784312366712355,1.305355043455107,0.445,0.5052097011195085,0.2214179139807322,0.8,1.6415653633362466,0.7194477414180817,0.85,1.814415956487898,0.795202853960779,0.21055555555555555,0.3670204743471316,0.16085381503578317,1.65,2.9784312366712355,1.305355043455107,96.45,224.81699575198348,98.53039265974843,155.95,264.1724865151156,115.77869697605722,58.95,89.39120114477299,39.177421260613606,0.3513771186440678,0.044881763177270606,0.019670299989227105,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,30,20,1.85,3.815136060207387,1.6720571005107516,1.8,3.750087718272313,1.6435484076902183,0.3928571428571429,0.4946002736752744,0.216768127391071,0.85,1.694418080515829,0.7426114660262686,0.95,2.4809802816416617,1.0873375498751165,0.1375,0.3026140981475596,0.1326264761039163,1.8,3.750087718272313,1.6435484076902183,36.2,84.80665316502375,37.16815451856319,91.8,142.40328204378616,62.41099009832028,55.0,80.62061901602044,35.33354416355505,0.43497881355932205,0.04502252582359869,0.01973199193902005,0.004065546627389199,0.008872463769106734,0.003888528694662824
trained_with_pheromone__eval_without_pheromone,30,20,2.35,4.295346318982906,1.8825185258052577,2.3,4.280924641882135,1.8761979471372696,0.4375,0.4991769541745165,0.2187739460577612,1.35,2.1830688201896455,0.9567720951748453,0.95,2.211810403980842,0.969368649661917,0.09166666666666666,0.19289272235929816,0.08453896295383531,2.3,4.280924641882135,1.8761979471372696,13.3,24.615142964400892,10.788062057078111,74.5,104.83947629339669,45.94792636063248,60.65,91.8048702985104,40.23525840799205,0.4354025423728813,0.04540042170201789,0.019897612110042266,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,30,20,2.95,4.442320398881174,1.9469327563875278,2.75,4.16596485317564,1.8258145983008296,0.5291666666666666,0.4965340397511322,0.21761563774111842,1.45,1.8771478925557026,0.8226963371487043,1.3,2.494203807145468,1.0931330154531442,0.15606060606060607,0.26046090315886533,0.11415202384906566,2.75,4.16596485317564,1.8258145983008296,30.6,50.137075261621256,21.9735420616896,104.95,110.54766773706835,48.44965156357245,73.9,84.63351333217456,37.0922726411339,0.42338983050847456,0.039725648216283445,0.017410532972923196,0.0,0.0,0.0
