condition,n_agents,n,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,early_deliveries_mean,early_deliveries_std,early_deliveries_ci95,late_deliveries_mean,late_deliveries_std,late_deliveries_ci95,late_delivery_fraction_mean,late_delivery_fraction_std,late_delivery_fraction_ci95,post_discovery_deliveries_mean,post_discovery_deliveries_std,post_discovery_deliveries_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,pickup_to_delivery_latency_mean,pickup_to_delivery_latency_std,pickup_to_delivery_latency_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95
trained_with_pheromone__eval_with_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30779350562554625,0.1348964515158903,10.55,38.249148597335505,16.763428483646052,22.1,74.63941388611755,32.71216543701971,10.65,36.874288574760826,16.160869511521373,0.04779661016949152,0.010121616419646678,0.0044359939818755705,0.0027988479436316994,0.009108478338342454,0.003991966640279138
trained_with_pheromone__eval_without_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30779350562554625,0.1348964515158903,10.55,38.249148597335505,16.763428483646052,24.0,82.18784645714449,36.0204118740881,12.55,44.24153204732785,19.38970632496586,0.04747881355932203,0.010120566036908323,0.00443553363134332,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,1,20,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30779350562554625,0.1348964515158903,10.55,38.249148597335505,16.763428483646052,24.0,82.18784645714449,36.0204118740881,12.55,44.24153204732785,19.38970632496586,0.04747881355932203,0.010120566036908323,0.00443553363134332,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,3,20,0.35,0.5871429486123998,0.25732674293897034,0.35,0.5871429486123998,0.25732674293897034,0.3,0.4701623459816272,0.2060577333508359,0.3,0.5712405705774793,0.25035721847413395,0.05,0.22360679774997894,0.09799999999999998,0.05,0.22360679774997894,0.09799999999999998,0.35,0.5871429486123998,0.25732674293897034,52.2,109.51596855445808,47.99748946066154,116.6,207.51649268634557,90.9481128834053,63.7,113.50775535757805,49.746967162780244,0.1309533898305085,0.03872560605850862,0.016972245172873778,0.007995760391593647,0.014986199691977975,0.006567991602187235
trained_with_pheromone__eval_without_pheromone,3,20,0.4,0.6805570473787206,0.29826727681905135,0.4,0.6805570473787206,0.29826727681905135,0.3,0.4701623459816272,0.2060577333508359,0.1,0.30779350562554625,0.1348964515158903,0.3,0.5712405705774795,0.250357218474134,0.225,0.4127889737409483,0.18091274430683865,0.4,0.6805570473787206,0.29826727681905135,52.2,109.51596855445808,47.99748946066154,133.1,231.36344159193163,101.3994990499408,80.2,148.26526725327216,64.98011839097605,0.13120762711864406,0.038980935782129134,0.017084148358137357,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,3,20,0.4,0.6805570473787206,0.29826727681905135,0.4,0.6805570473787206,0.29826727681905135,0.3,0.4701623459816272,0.2060577333508359,0.1,0.30779350562554625,0.1348964515158903,0.3,0.5712405705774795,0.250357218474134,0.225,0.4127889737409483,0.18091274430683865,0.4,0.6805570473787206,0.29826727681905135,52.2,109.51596855445808,47.99748946066154,133.1,231.36344159193163,101.3994990499408,80.2,148.26526725327216,64.98011839097605,0.13120762711864406,0.038980935782129134,0.017084148358137357,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,6,20,1.25,1.4823523268955432,0.6496695516305112,1.2,1.4363696929192156,0.6295167737408214,0.5333333333333333,0.5002923122143881,0.21926277327145632,0.55,0.6863327411532597,0.30079858622288136,0.65,1.1367080817685316,0.49818428211593385,0.22333333333333333,0.35278341847495776,0.1546141501887731,1.2,1.4363696929192156,0.6295167737408214,99.95,153.51957701321285,67.28292117539738,168.45,195.61306462665416,85.73120551928261,68.05,84.8313962485216,37.17899865303133,0.20766949152542372,0.0473477645464038,0.020751072741249023,0.009266968361127205,0.011827344182344142,0.0051835621346616005
trained_with_pheromone__eval_without_pheromone,6,20,0.95,1.0990426455975697,0.48167667688256566,0.9,1.0711528467275955,0.469453433596762,0.525,0.4993416718672275,0.2188461367695289,0.5,0.6069769786668839,0.26601938987501206,0.4,0.8825799501580878,0.38680771776984463,0.15,0.332894447911485,0.14589742451301926,0.9,1.0711528467275955,0.469453433596762,99.95,153.51957701321285,67.28292117539738,171.35,201.49213775963412,88.30782292460964,70.95,89.96459830048941,39.428723644197845,0.20489406779661015,0.04580161457261505,0.020073442638067995,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,6,20,0.95,1.0990426455975697,0.48167667688256566,0.9,1.0711528467275955,0.469453433596762,0.525,0.4993416718672275,0.2188461367695289,0.5,0.6069769786668839,0.26601938987501206,0.4,0.8825799501580878,0.38680771776984463,0.15,0.332894447911485,0.14589742451301926,0.9,1.0711528467275955,0.469453433596762,99.95,153.51957701321285,67.28292117539738,171.35,201.49213775963412,88.30782292460964,70.95,89.96459830048941,39.428723644197845,0.20489406779661015,0.04580161457261505,0.020073442638067995,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,10,20,1.8,2.9486839169543524,1.2923177057641742,1.75,2.7505980211009042,1.2055027341757723,0.5961538461538461,0.4996884734900065,0.2189981292821642,0.7,1.1285761872936693,0.494620322224931,1.05,1.820208200931103,0.7977414170149701,0.35416666666666663,0.4099235059151333,0.17965689766104995,1.75,2.7505980211009042,1.2055027341757723,79.1,107.59226151002731,47.154387675513625,187.5,189.82415685659132,83.19410482657251,108.0,143.75747120172846,63.00448966458451,0.2586652542372881,0.057197438319929295,0.025067882603553797,0.008275986809527602,0.010352019647506983,0.004536972648702849
trained_with_pheromone__eval_without_pheromone,10,20,1.85,3.543340677650787,1.5529375220427966,1.65,2.906888370749727,1.274,0.5739583333333333,0.48753069141655014,0.21366974635647634,0.7,1.218281792655455,0.5339355372090687,0.95,1.8771478925557026,0.8226963371487043,0.30576923076923074,0.41414476080535245,0.18150694418648708,1.65,2.906888370749727,1.274,79.1,107.59226151002731,47.154387675513625,184.15,183.29564126095076,80.33285671242463,104.65,131.61717813016415,57.68377163192615,0.2580720338983051,0.05765228024833138,0.025267225867854935,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,10,20,1.85,3.543340677650787,1.5529375220427966,1.65,2.906888370749727,1.274,0.5739583333333333,0.48753069141655014,0.21366974635647634,0.7,1.218281792655455,0.5339355372090687,0.95,1.8771478925557026,0.8226963371487043,0.30576923076923074,0.41414476080535245,0.18150694418648708,1.65,2.906888370749727,1.274,79.1,107.59226151002731,47.154387675513625,184.15,183.29564126095076,80.33285671242463,104.65,131.61717813016415,57.68377163192615,0.2580720338983051,0.05765228024833138,0.025267225867854935,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,15,20,2.65,2.9607075967890197,1.297587315792376,2.45,2.837252191822221,1.2434805989640527,0.6371212121212121,0.44996294532728925,0.19720495568913665,1.35,1.3088765773505318,0.5736404522181578,1.1,1.99736668746891,0.8753845470781156,0.22666666666666666,0.2903113875726992,0.12723457546194922,2.45,2.837252191822221,1.2434805989640527,54.9,89.24708457570566,39.11425938937035,151.7,129.53158525605778,56.76972025370752,96.5,92.19630087339102,40.406810421277406,0.3257415254237288,0.05377673605099572,0.023568693733945646,0.008675772165477127,0.0094728636664,0.004151665551533025
trained_with_pheromone__eval_without_pheromone,15,20,2.7,3.147262804071935,1.3793487403004439,2.65,3.099660422827331,1.3584860768710998,0.6916666666666667,0.4660239935594512,0.20424402043399195,1.35,1.3869694338832113,0.607866155627943,1.3,2.3863647755750295,1.0458704760301718,0.2625,0.3319213515664983,0.14547094623611412,2.65,3.099660422827331,1.3584860768710998,54.9,89.24708457570566,39.11425938937035,156.6,140.3962062765305,61.53135035941135,101.4,102.98461816673094,45.134998944103344,0.3280296610169492,0.05616693692081018,0.024616245452403356,0.0,0.0,0.0
