seed,episodes,food_delivered,food_picked_up,food_discovered,pheromone_usage,food_source_respawns,food_units_remaining,episode_length,checkpoint_dir
276,1,3.0,3.0,3.0,0.02764357926964294,0.0,9.0,800.0,checkpoints/mappo_g/latest
277,1,5.0,6.0,6.0,0.21983878082799493,1.0,10.0,800.0,checkpoints/mappo_g/latest
278,1,3.0,3.0,3.0,0.1245772657640191,0.0,9.0,800.0,checkpoints/mappo_g/latest
279,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
280,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
281,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
282,1,2.0,2.0,2.0,0.08126969383961598,0.0,10.0,800.0,checkpoints/mappo_g/latest
283,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
284,1,0.0,1.0,1.0,0.07571302245083643,0.0,11.0,800.0,checkpoints/mappo_g/latest
285,1,10.0,10.0,10.0,0.126325544703177,1.0,6.0,800.0,checkpoints/mappo_g/latest
286,1,1.0,1.0,1.0,0.007312153499102957,0.0,11.0,800.0,checkpoints/mappo_g/latest
287,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
288,1,1.0,1.0,1.0,0.009508741669366525,0.0,11.0,800.0,checkpoints/mappo_g/latest
289,1,4.0,4.0,4.0,0.16095630812878275,1.0,12.0,800.0,checkpoints/mappo_g/latest
290,1,2.0,2.0,2.0,0.06382311344371071,0.0,10.0,800.0,checkpoints/mappo_g/latest
291,1,0.0,1.0,1.0,0.0009063772531226278,0.0,11.0,800.0,checkpoints/mappo_g/latest
292,1,8.0,8.0,8.0,0.17074883986098333,2.0,12.0,800.0,checkpoints/mappo_g/latest
293,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
294,1,1.0,2.0,2.0,0.08938074308679159,0.0,10.0,800.0,checkpoints/mappo_g/latest
295,1,1.0,1.0,1.0,0.06566405488847522,0.0,11.0,800.0,checkpoints/mappo_g/latest
296,1,2.0,2.0,2.0,0.06746433378580453,0.0,10.0,800.0,checkpoints/mappo_g/latest
297,1,1.0,1.0,1.0,0.12464868333830964,0.0,11.0,800.0,checkpoints/mappo_g/latest
298,1,2.0,2.0,2.0,0.05864791549961713,0.0,10.0,800.0,checkpoints/mappo_g/latest
299,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
300,1,1.0,1.0,1.0,0.0807523780026774,0.0,11.0,800.0,checkpoints/mappo_g/latest
301,1,1.0,1.0,1.0,0.05214678643496882,0.0,11.0,800.0,checkpoints/mappo_g/latest
302,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
303,1,4.0,4.0,4.0,0.06865262128507311,1.0,12.0,800.0,checkpoints/mappo_g/latest
304,1,2.0,6.0,6.0,0.23044998628981073,0.0,6.0,800.0,checkpoints/mappo_g/latest
305,1,1.0,1.0,1.0,0.16995333455665484,0.0,11.0,800.0,checkpoints/mappo_g/latest
306,1,4.0,7.0,7.0,0.1978703445921807,1.0,9.0,800.0,checkpoints/mappo_g/latest
307,1,1.0,1.0,1.0,0.03514851189334877,0.0,11.0,800.0,checkpoints/mappo_g/latest
308,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
309,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
310,1,0.0,1.0,1.0,0.08303263698881588,0.0,11.0,800.0,checkpoints/mappo_g/latest
311,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
312,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
313,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
314,1,5.0,5.0,5.0,0.11641868336681607,1.0,11.0,800.0,checkpoints/mappo_g/latest
315,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
316,1,4.0,4.0,4.0,0.21753674168321596,1.0,12.0,800.0,checkpoints/mappo_g/latest
317,1,4.0,4.0,4.0,0.19843226652560894,1.0,12.0,800.0,checkpoints/mappo_g/latest
318,1,1.0,1.0,1.0,0.024892041651328328,0.0,11.0,800.0,checkpoints/mappo_g/latest
319,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
320,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
321,1,1.0,1.0,1.0,0.006973313539201626,0.0,11.0,800.0,checkpoints/mappo_g/latest
322,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
323,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
324,1,8.0,10.0,10.0,0.10919289637640758,2.0,10.0,800.0,checkpoints/mappo_g/latest
325,1,3.0,4.0,4.0,0.12885481733773002,1.0,12.0,800.0,checkpoints/mappo_g/latest
326,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
327,1,1.0,1.0,1.0,0.03862174844859207,0.0,11.0,800.0,checkpoints/mappo_g/latest
328,1,1.0,1.0,1.0,0.029428121278518418,0.0,11.0,800.0,checkpoints/mappo_g/latest
329,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
330,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
331,1,0.0,1.0,1.0,0.09976243855914314,0.0,11.0,800.0,checkpoints/mappo_g/latest
332,1,1.0,1.0,1.0,0.0032553055987712774,0.0,11.0,800.0,checkpoints/mappo_g/latest
333,1,2.0,2.0,2.0,0.05887880244573655,0.0,10.0,800.0,checkpoints/mappo_g/latest
334,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
335,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
336,1,1.0,1.0,1.0,0.04491369634833973,0.0,11.0,800.0,checkpoints/mappo_g/latest
337,1,8.0,8.0,8.0,0.11656652394978058,2.0,12.0,800.0,checkpoints/mappo_g/latest
338,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
339,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
340,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
341,1,1.0,1.0,1.0,0.14426666747021955,0.0,11.0,800.0,checkpoints/mappo_g/latest
342,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
343,1,3.0,4.0,4.0,0.08793677031399665,1.0,12.0,800.0,checkpoints/mappo_g/latest
344,1,1.0,1.0,1.0,0.01466718302052565,0.0,11.0,800.0,checkpoints/mappo_g/latest
345,1,1.0,1.0,1.0,0.0419100675949206,0.0,11.0,800.0,checkpoints/mappo_g/latest
346,1,4.0,4.0,4.0,0.18803381459319404,1.0,12.0,800.0,checkpoints/mappo_g/latest
347,1,2.0,2.0,2.0,0.024347334323398778,0.0,10.0,800.0,checkpoints/mappo_g/latest
348,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
349,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
350,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
351,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
352,1,1.0,1.0,1.0,0.036874630654977716,0.0,11.0,800.0,checkpoints/mappo_g/latest
353,1,9.0,9.0,9.0,0.19770988199454828,2.0,11.0,800.0,checkpoints/mappo_g/latest
354,1,1.0,1.0,1.0,0.04952487034090154,0.0,11.0,800.0,checkpoints/mappo_g/latest
355,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
356,1,3.0,3.0,3.0,0.09724688051376386,0.0,9.0,800.0,checkpoints/mappo_g/latest
357,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
358,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
359,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
360,1,7.0,8.0,8.0,0.0991130795529898,2.0,12.0,800.0,checkpoints/mappo_g/latest
361,1,1.0,1.0,1.0,0.022038174333598972,0.0,11.0,800.0,checkpoints/mappo_g/latest
362,1,2.0,2.0,2.0,0.03447485705183984,0.0,10.0,800.0,checkpoints/mappo_g/latest
363,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
364,1,4.0,4.0,4.0,0.09440966490093464,1.0,12.0,800.0,checkpoints/mappo_g/latest
365,1,1.0,1.0,1.0,0.09951559685991622,0.0,11.0,800.0,checkpoints/mappo_g/latest
366,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
367,1,4.0,4.0,4.0,0.08547479028448529,1.0,12.0,800.0,checkpoints/mappo_g/latest
368,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
369,1,4.0,4.0,4.0,0.069974826667955,1.0,12.0,800.0,checkpoints/mappo_g/latest
370,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
371,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
372,1,1.0,2.0,2.0,0.14040214239543275,0.0,10.0,800.0,checkpoints/mappo_g/latest
373,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
374,1,4.0,4.0,4.0,0.146654819103181,1.0,12.0,800.0,checkpoints/mappo_g/latest
375,1,4.0,4.0,4.0,0.02136137828674691,1.0,12.0,800.0,checkpoints/mappo_g/latest
376,1,4.0,4.0,4.0,0.09926420693499191,1.0,12.0,800.0,checkpoints/mappo_g/latest
377,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
378,1,5.0,5.0,5.0,0.131044389908202,1.0,11.0,800.0,checkpoints/mappo_g/latest
379,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
380,1,4.0,4.0,4.0,0.13706943515338935,1.0,12.0,800.0,checkpoints/mappo_g/latest
381,1,1.0,1.0,1.0,0.020906732522610882,0.0,11.0,800.0,checkpoints/mappo_g/latest
382,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
383,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
384,1,3.0,3.0,3.0,0.09264558484925751,0.0,9.0,800.0,checkpoints/mappo_g/latest
385,1,1.0,1.0,1.0,0.027843231224517994,0.0,11.0,800.0,checkpoints/mappo_g/latest
386,1,1.0,1.0,1.0,0.013217116410111583,0.0,11.0,800.0,checkpoints/mappo_g/latest
387,1,5.0,6.0,6.0,0.09307946969912641,1.0,10.0,800.0,checkpoints/mappo_g/latest
388,1,1.0,2.0,2.0,0.11327438559255824,0.0,10.0,800.0,checkpoints/mappo_g/latest
389,1,9.0,9.0,9.0,0.09466247577317216,2.0,11.0,800.0,checkpoints/mappo_g/latest
390,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
391,1,1.0,1.0,1.0,0.03241715022878755,0.0,11.0,800.0,checkpoints/mappo_g/latest
392,1,6.0,11.0,11.0,0.20275493649491785,2.0,9.0,800.0,checkpoints/mappo_g/latest
393,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
394,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
395,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
396,1,1.0,4.0,4.0,0.19406620279337705,0.0,8.0,800.0,checkpoints/mappo_g/latest
397,1,5.0,5.0,5.0,0.1550475272816766,1.0,11.0,800.0,checkpoints/mappo_g/latest
398,1,4.0,7.0,7.0,0.12234974792210171,1.0,9.0,800.0,checkpoints/mappo_g/latest
399,1,12.0,12.0,12.0,0.08619719808516191,3.0,12.0,800.0,checkpoints/mappo_g/latest
400,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
401,1,4.0,4.0,4.0,0.0772175529913875,1.0,12.0,800.0,checkpoints/mappo_g/latest
402,1,5.0,5.0,5.0,0.10468958862540603,1.0,11.0,800.0,checkpoints/mappo_g/latest
403,1,4.0,4.0,4.0,0.036416156714088474,1.0,12.0,800.0,checkpoints/mappo_g/latest
404,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
405,1,1.0,1.0,1.0,0.06461028799116321,0.0,11.0,800.0,checkpoints/mappo_g/latest
406,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
407,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
408,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
409,1,2.0,2.0,2.0,0.031219881766179847,0.0,10.0,800.0,checkpoints/mappo_g/latest
410,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
411,1,1.0,1.0,1.0,0.02829155883682688,0.0,11.0,800.0,checkpoints/mappo_g/latest
412,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
413,1,4.0,4.0,4.0,0.11407700608931919,1.0,12.0,800.0,checkpoints/mappo_g/latest
414,1,1.0,1.0,1.0,0.09546035595674766,0.0,11.0,800.0,checkpoints/mappo_g/latest
415,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
416,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
417,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
418,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
419,1,1.0,1.0,1.0,0.034728983219004785,0.0,11.0,800.0,checkpoints/mappo_g/latest
420,1,1.0,1.0,1.0,0.036224238265228144,0.0,11.0,800.0,checkpoints/mappo_g/latest
421,1,6.0,6.0,6.0,0.1324818173695773,0.0,6.0,800.0,checkpoints/mappo_g/latest
422,1,1.0,1.0,1.0,0.04746362960072777,0.0,11.0,800.0,checkpoints/mappo_g/latest
423,1,1.0,1.0,1.0,0.015336614014498387,0.0,11.0,800.0,checkpoints/mappo_g/latest
424,1,4.0,5.0,5.0,0.0560486043036508,1.0,11.0,800.0,checkpoints/mappo_g/latest
425,1,2.0,3.0,3.0,0.08307898516815232,0.0,9.0,800.0,checkpoints/mappo_g/latest
426,1,1.0,1.0,1.0,0.05422486277978653,0.0,11.0,800.0,checkpoints/mappo_g/latest
427,1,1.0,1.0,1.0,0.17211890124862594,0.0,11.0,800.0,checkpoints/mappo_g/latest
428,1,1.0,1.0,1.0,0.01098337949501001,0.0,11.0,800.0,checkpoints/mappo_g/latest
429,1,1.0,1.0,1.0,0.02332786723397779,0.0,11.0,800.0,checkpoints/mappo_g/latest
430,1,1.0,1.0,1.0,0.06657517387153349,0.0,11.0,800.0,checkpoints/mappo_g/latest
431,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
432,1,3.0,4.0,4.0,0.07975259077131341,1.0,12.0,800.0,checkpoints/mappo_g/latest
433,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
434,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
435,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
436,1,2.0,3.0,3.0,0.11895718894376234,0.0,9.0,800.0,checkpoints/mappo_g/latest
437,1,1.0,1.0,1.0,0.05204971339268621,0.0,11.0,800.0,checkpoints/mappo_g/latest
438,1,1.0,3.0,3.0,0.1694307938979667,0.0,9.0,800.0,checkpoints/mappo_g/latest
439,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
440,1,1.0,1.0,1.0,0.04577327623439487,0.0,11.0,800.0,checkpoints/mappo_g/latest
441,1,4.0,4.0,4.0,0.13877262014416678,1.0,12.0,800.0,checkpoints/mappo_g/latest
442,1,2.0,3.0,3.0,0.1396469622170965,0.0,9.0,800.0,checkpoints/mappo_g/latest
443,1,1.0,1.0,1.0,0.030738017432073925,0.0,11.0,800.0,checkpoints/mappo_g/latest
444,1,1.0,1.0,1.0,0.07011563376482323,0.0,11.0,800.0,checkpoints/mappo_g/latest
445,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
446,1,4.0,4.0,4.0,0.09976084817512554,1.0,12.0,800.0,checkpoints/mappo_g/latest
447,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
448,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
449,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
450,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
451,1,1.0,1.0,1.0,0.04467255126235008,0.0,11.0,800.0,checkpoints/mappo_g/latest
452,1,4.0,4.0,4.0,0.09693019165749624,1.0,12.0,800.0,checkpoints/mappo_g/latest
453,1,8.0,8.0,8.0,0.08819216542343687,2.0,12.0,800.0,checkpoints/mappo_g/latest
454,1,1.0,1.0,1.0,0.026559874289281048,0.0,11.0,800.0,checkpoints/mappo_g/latest
455,1,2.0,2.0,2.0,0.048451675083658004,0.0,10.0,800.0,checkpoints/mappo_g/latest
456,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
457,1,1.0,1.0,1.0,0.025674651046841367,0.0,11.0,800.0,checkpoints/mappo_g/latest
458,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
459,1,1.0,1.0,1.0,0.06310444071386884,0.0,11.0,800.0,checkpoints/mappo_g/latest
460,1,4.0,7.0,7.0,0.13790549727869802,1.0,9.0,800.0,checkpoints/mappo_g/latest
461,1,1.0,1.0,1.0,0.024892726531616064,0.0,11.0,800.0,checkpoints/mappo_g/latest
462,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
463,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
464,1,1.0,1.0,1.0,0.038532871937641176,0.0,11.0,800.0,checkpoints/mappo_g/latest
465,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
466,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
467,1,0.0,1.0,1.0,0.09231087546001314,0.0,11.0,800.0,checkpoints/mappo_g/latest
468,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
469,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
470,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
471,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
472,1,1.0,1.0,1.0,0.05145212731966845,0.0,11.0,800.0,checkpoints/mappo_g/latest
473,1,9.0,9.0,9.0,0.12703734397104807,2.0,11.0,800.0,checkpoints/mappo_g/latest
474,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
475,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
476,1,1.0,1.0,1.0,0.0409856902281293,0.0,11.0,800.0,checkpoints/mappo_g/latest
477,1,4.0,4.0,4.0,0.02067187139616484,1.0,12.0,800.0,checkpoints/mappo_g/latest
478,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
479,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
480,1,5.0,5.0,5.0,0.1059827023439963,1.0,11.0,800.0,checkpoints/mappo_g/latest
481,1,4.0,4.0,4.0,0.1154101858842235,1.0,12.0,800.0,checkpoints/mappo_g/latest
482,1,2.0,2.0,2.0,0.28334979908465663,0.0,10.0,800.0,checkpoints/mappo_g/latest
483,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
484,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
485,1,1.0,1.0,1.0,0.019056472146476152,0.0,11.0,800.0,checkpoints/mappo_g/latest
486,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
487,1,1.0,1.0,1.0,0.011712452034407761,0.0,11.0,800.0,checkpoints/mappo_g/latest
488,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
489,1,4.0,4.0,4.0,0.12949897196902993,1.0,12.0,800.0,checkpoints/mappo_g/latest
490,1,1.0,1.0,1.0,0.011449041115508103,0.0,11.0,800.0,checkpoints/mappo_g/latest
491,1,8.0,10.0,10.0,0.12590269440333943,2.0,10.0,800.0,checkpoints/mappo_g/latest
492,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
493,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
494,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
495,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
496,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
497,1,1.0,7.0,7.0,0.27016852260712765,1.0,9.0,800.0,checkpoints/mappo_g/latest
498,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
499,1,4.0,4.0,4.0,0.06038362935750532,1.0,12.0,800.0,checkpoints/mappo_g/latest
500,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
501,1,1.0,1.0,1.0,0.04395554776575105,0.0,11.0,800.0,checkpoints/mappo_g/latest
502,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
503,1,5.0,5.0,5.0,0.12113845260369999,1.0,11.0,800.0,checkpoints/mappo_g/latest
504,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
505,1,3.0,4.0,4.0,0.14729667302686722,0.0,8.0,800.0,checkpoints/mappo_g/latest
506,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
507,1,1.0,1.0,1.0,0.002090105546012637,0.0,11.0,800.0,checkpoints/mappo_g/latest
508,1,7.0,7.0,7.0,0.13808990159879614,1.0,9.0,800.0,checkpoints/mappo_g/latest
509,1,1.0,1.0,1.0,0.048899851103875944,0.0,11.0,800.0,checkpoints/mappo_g/latest
510,1,0.0,2.0,2.0,0.0688030371356581,0.0,10.0,800.0,checkpoints/mappo_g/latest
511,1,2.0,2.0,2.0,0.09712310841434374,0.0,10.0,800.0,checkpoints/mappo_g/latest
512,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
513,1,6.0,7.0,7.0,0.1310238737034039,1.0,9.0,800.0,checkpoints/mappo_g/latest
514,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
515,1,4.0,4.0,4.0,0.11021512360247772,1.0,12.0,800.0,checkpoints/mappo_g/latest
516,1,1.0,1.0,1.0,0.029171641403275616,0.0,11.0,800.0,checkpoints/mappo_g/latest
517,1,4.0,4.0,4.0,0.1285190619283579,1.0,12.0,800.0,checkpoints/mappo_g/latest
518,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
519,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
520,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
521,1,4.0,4.0,4.0,0.14516384173697588,1.0,12.0,800.0,checkpoints/mappo_g/latest
522,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
523,1,2.0,6.0,6.0,0.09985672661487721,1.0,10.0,800.0,checkpoints/mappo_g/latest
524,1,4.0,4.0,4.0,0.09001356251425023,1.0,12.0,800.0,checkpoints/mappo_g/latest
525,1,1.0,1.0,1.0,0.04015820237951023,0.0,11.0,800.0,checkpoints/mappo_g/latest
526,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
527,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
528,1,1.0,1.0,1.0,0.047135900389306096,0.0,11.0,800.0,checkpoints/mappo_g/latest
529,1,4.0,4.0,4.0,0.10319425893668571,1.0,12.0,800.0,checkpoints/mappo_g/latest
530,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
531,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
532,1,3.0,4.0,4.0,0.11047798792540561,1.0,12.0,800.0,checkpoints/mappo_g/latest
533,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
534,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
535,1,1.0,1.0,1.0,0.07793108087543561,0.0,11.0,800.0,checkpoints/mappo_g/latest
536,1,1.0,1.0,1.0,0.03219503891989007,0.0,11.0,800.0,checkpoints/mappo_g/latest
537,1,9.0,9.0,9.0,0.10888000567497028,2.0,11.0,800.0,checkpoints/mappo_g/latest
538,1,12.0,12.0,12.0,0.17869546189501612,3.0,12.0,800.0,checkpoints/mappo_g/latest
539,1,3.0,4.0,4.0,0.0645344960427974,1.0,12.0,800.0,checkpoints/mappo_g/latest
540,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
541,1,1.0,1.0,1.0,0.03005927264248991,0.0,11.0,800.0,checkpoints/mappo_g/latest
542,1,1.0,1.0,1.0,0.028073971990270365,0.0,11.0,800.0,checkpoints/mappo_g/latest
543,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
544,1,5.0,5.0,5.0,0.1604395706030603,1.0,11.0,800.0,checkpoints/mappo_g/latest
545,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
546,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
547,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
548,1,0.0,1.0,1.0,0.07487622889659785,0.0,11.0,800.0,checkpoints/mappo_g/latest
549,1,1.0,1.0,1.0,0.042727569930236006,0.0,11.0,800.0,checkpoints/mappo_g/latest
550,1,5.0,6.0,6.0,0.09615857645968089,1.0,10.0,800.0,checkpoints/mappo_g/latest
551,1,1.0,1.0,1.0,0.05326084085409093,0.0,11.0,800.0,checkpoints/mappo_g/latest
552,1,5.0,5.0,5.0,0.09646932258880649,1.0,11.0,800.0,checkpoints/mappo_g/latest
553,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
554,1,0.0,0.0,0.0,0.0,0.0,12.0,800.0,checkpoints/mappo_g/latest
