stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,delivery_conversion,carrying_stall_events,carrying_stall_fraction,carrying_low_progress_fraction,carrying_low_displacement_fraction,carrying_penalty_total,non_carrying_nest_loiter_fraction,non_carrying_nest_crowding_fraction,non_carrying_nest_penalty_total,non_carrying_explore_active_fraction,non_carrying_outward_reward_total,non_carrying_idle_near_nest_fraction,non_carrying_idle_near_nest_penalty_total,post_delivery_active_fraction,post_delivery_outward_reward,post_delivery_loiter_penalty_total,swarm_efficiency
stage1a_single_agent_miniscule,1,1,1102,19,1,50,50,1,0,191.7220001220703,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stage1a_single_agent_miniscule,1,1,1222,20,1,50,50,1,0,92.30735778808594,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,80,80,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,1342,21,1,50,50,1,0,-4.860007286071777,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1462,22,1,50,50,1,0,-2.628793478012085,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,1581,23,1,50,50,1,0,189.64730834960938,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,119,116,116,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03361344537815126
stage1a_single_agent_miniscule,1,1,1624,24,1,50,50,1,0,189.31744384765625,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,43,40,40,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349
stage1a_single_agent_miniscule,1,1,1744,25,1,50,50,1,0,43.71660232543945,1.0,1.0,1.0,0.3333333333333333,0.0,0,0,3,120,91,91,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333
stage1a_single_agent_miniscule,1,1,1862,26,1,50,50,1,0,188.83657836914062,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,118,114,114,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576
stage1a_single_agent_miniscule,1,1,1912,27,1,50,50,1,0,191.06478881835938,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,50,47,47,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
stage1a_single_agent_miniscule,1,1,1926,28,1,50,50,1,0,191.39199829101562,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,14,11,11,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
stage1a_single_agent_miniscule,1,1,1930,29,1,50,50,1,0,192.01199340820312,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stage1a_single_agent_miniscule,1,1,1953,30,1,50,50,1,0,191.28811645507812,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,23,18,18,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086
stage1a_single_agent_miniscule,1,1,2073,31,1,50,50,1,0,-3.249770402908325,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2149,32,1,50,50,1,0,190.07794189453125,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,76,73,73,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
stage1a_single_agent_miniscule,1,1,2221,33,1,50,50,1,0,189.35467529296875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,72,68,68,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
stage1a_single_agent_miniscule,1,1,2341,34,1,50,50,1,0,91.0347900390625,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,83,83,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,2448,35,1,50,50,1,0,189.51834106445312,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,107,104,104,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037383177570093455
stage1a_single_agent_miniscule,1,1,2509,36,1,50,50,1,0,189.8681640625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,61,29,29,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06557377049180328
stage1a_single_agent_miniscule,1,1,2582,37,1,50,50,1,0,190.55722045898438,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,73,68,68,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452
stage1a_single_agent_miniscule,1,1,2702,38,1,50,50,1,0,-3.9996395111083984,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,2780,39,1,50,50,1,0,189.74307250976562,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,78,75,75,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128
stage1a_single_agent_miniscule,1,1,2900,40,1,50,50,1,0,-2.770390748977661,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3020,41,1,50,50,1,0,-3.20681095123291,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3113,42,1,50,50,1,0,188.8953857421875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,93,90,90,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043010752688172046
stage1a_single_agent_miniscule,1,1,3117,43,1,50,50,1,0,191.96200561523438,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stage1a_single_agent_miniscule,1,1,3223,44,1,50,50,1,0,189.82867431640625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,106,103,103,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377
stage1a_single_agent_miniscule,1,1,3268,45,1,50,50,1,0,190.55242919921875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,45,42,42,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889
stage1a_single_agent_miniscule,1,1,3272,46,1,50,50,1,0,191.7099609375,4.0,4.0,4.0,0.1111111111111111,0.0,0,0,0,4,1,1,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
stage1a_single_agent_miniscule,1,1,3344,47,1,50,50,1,0,189.07467651367188,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,72,66,66,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
stage1a_single_agent_miniscule,1,1,3464,48,1,50,50,1,0,-3.681366205215454,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3544,49,1,50,50,1,0,190.34771728515625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,80,77,77,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
stage1a_single_agent_miniscule,1,1,3664,50,1,50,50,1,0,-2.337177276611328,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3726,51,1,50,50,1,0,189.89678955078125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,62,59,59,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806
stage1a_single_agent_miniscule,1,1,3755,52,1,50,50,1,0,191.225341796875,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,29,26,26,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862
stage1a_single_agent_miniscule,1,1,3875,53,1,50,50,1,0,-1.9844642877578735,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,3995,54,1,50,50,1,0,-3.7376065254211426,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,4099,55,1,50,50,1,0,187.73043823242188,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,104,101,101,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464
stage1a_single_agent_miniscule,1,1,4219,56,1,50,50,1,0,-3.6684517860412598,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,4339,57,1,50,50,1,0,139.22938537597656,3.0,3.0,3.0,0.4444444444444444,0.0,0,0,1,120,53,53,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
stage1a_single_agent_miniscule,1,1,4458,58,1,50,50,1,0,188.66317749023438,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,119,116,116,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03361344537815126
stage1a_single_agent_miniscule,1,1,4578,59,1,50,50,1,0,92.26995086669922,2.0,2.0,2.0,0.4444444444444444,0.0,0,0,2,120,117,117,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,4691,60,1,50,50,1,0,189.20806884765625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,113,110,110,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035398230088495575
stage1a_single_agent_miniscule,1,1,4733,61,1,50,50,1,0,190.69497680664062,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,42,39,39,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523
stage1a_single_agent_miniscule,1,1,4853,62,1,50,50,1,0,-2.2201883792877197,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,4973,63,1,50,50,1,0,-2.867795944213867,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,5035,64,1,50,50,1,0,189.4326171875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,62,54,54,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806
stage1a_single_agent_miniscule,1,1,5086,65,1,50,50,1,0,190.24801635742188,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,51,48,48,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196
stage1a_single_agent_miniscule,1,1,5161,66,1,50,50,1,0,189.47817993164062,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,75,63,63,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334
stage1a_single_agent_miniscule,1,1,5281,67,1,50,50,1,0,-2.3276360034942627,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,5401,68,1,50,50,1,0,-3.173069953918457,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,5417,69,1,50,50,1,0,191.37200927734375,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,16,13,13,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
stage1a_single_agent_miniscule,1,1,5487,70,1,50,50,1,0,190.18527221679688,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,70,66,66,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714
stage1a_single_agent_miniscule,1,1,5576,71,1,50,50,1,0,189.60699462890625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,89,86,86,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449438202247191
stage1a_single_agent_miniscule,1,1,5696,72,1,50,50,1,0,-2.848341226577759,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,5816,73,1,50,50,1,0,-3.135969877243042,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,5863,74,1,50,50,1,0,189.578125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,47,44,44,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234
stage1a_single_agent_miniscule,1,1,5983,75,1,50,50,1,0,-2.474430799484253,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,6103,76,1,50,50,1,0,-3.06980299949646,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,4,120,-1,-1,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage1a_single_agent_miniscule,1,1,6223,77,1,50,50,1,0,45.879608154296875,1.0,1.0,1.0,0.4444444444444444,0.0,0,0,3,120,108,108,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333
stage1a_single_agent_miniscule,1,1,6293,78,1,50,50,1,0,189.6432342529297,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,70,67,67,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714
stage1a_single_agent_miniscule,1,1,6404,79,1,50,50,1,0,187.55703735351562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,111,108,108,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036036036036
stage1a_single_agent_miniscule,1,1,6524,80,1,50,50,1,0,92.92996978759766,2.0,2.0,2.0,0.3333333333333333,0.0,0,0,2,120,86,86,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666
stage1a_single_agent_miniscule,1,1,6612,81,1,50,50,1,0,188.69387817382812,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,88,67,67,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
stage1a_single_agent_miniscule,1,1,6715,82,1,50,50,1,0,189.86737060546875,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,103,100,100,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038834951456310676
stage1a_single_agent_miniscule,1,1,6817,83,1,50,50,1,0,188.84463500976562,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,102,99,99,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098
stage1a_single_agent_miniscule,1,1,6852,84,1,50,50,1,0,191.17715454101562,4.0,4.0,4.0,0.2222222222222222,0.0,0,0,0,35,32,32,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428
stage1a_single_agent_miniscule,1,1,6865,85,1,50,50,1,0,191.41632080078125,4.0,4.0,4.0,0.3333333333333333,0.0,0,0,0,13,10,10,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077
stage1a_single_agent_miniscule,1,1,6932,86,1,50,50,1,0,189.62353515625,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,67,61,61,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343
stage1a_single_agent_miniscule,1,1,7017,87,1,50,50,1,0,188.47866821289062,4.0,4.0,4.0,0.4444444444444444,0.0,0,0,0,85,82,82,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764
