episode,global_step,epsilon,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,food_delivered,exploration_coverage,coverage_reward_total,pheromone_usage,pheromone_deposit_events,episode_length,collisions,reward_step_component,reward_pickup_component,reward_delivery_component,reward_collision_component,reward_exploration_component,reward_new_cell_component,reward_food_approach_component,reward_food_detected_component,reward_pheromone_follow_component,reward_pheromone_usage_component,reward_pheromone_deposit_component,reward_pheromone_component,swarm_efficiency
1,600,0.9715475,-525.04296875,1,1,0,0,0.1862348178137652,3.5600000000000027,0.500655162716252,1767,600,1566,-360.0000000000022,10.0,0.0,-3132.0,3.5600000000000027,3.5600000000000027,1.116844683329264,0.5499999999999999,1.3830058378865941,360.4717171557011,-35.33999999999979,326.5147229935879,0.0
2,1200,0.9430475,-767.353271484375,0,0,0,0,0.12044534412955465,2.2600000000000016,0.5880991589147986,1791,600,2318,-360.0000000000022,0.0,0.0,-4636.0,2.2600000000000016,2.2600000000000016,0.7573194402058918,0.49999999999999994,0.7515391975454987,423.43139441865446,-35.81999999999976,388.3629336162002,0.0
3,1800,0.9145475,-826.3444213867188,0,0,0,0,0.1082995951417004,2.0200000000000014,0.6197301769608182,1765,600,2506,-360.0000000000022,0.0,0.0,-5012.0,2.0200000000000014,2.0200000000000014,0.2178536427815755,0.25,0.5405664003454149,446.2057274117892,-35.29999999999975,411.4462938121349,0.0
4,2400,0.8860475,-558.41357421875,0,0,0,0,0.1214574898785425,2.2800000000000016,0.5281014306950804,1776,600,1670,-360.0000000000022,0.0,0.0,-3340.0,2.2800000000000016,2.2800000000000016,1.0145027058919271,0.44999999999999996,1.060712297335267,380.2330301004578,-35.51999999999975,345.77374239779334,0.0
5,3000,0.8575475,-807.1211547851562,0,0,0,0,0.10323886639676114,1.9200000000000013,0.6047195172000163,1792,600,2443,-360.0000000000022,0.0,0.0,-4886.0,1.9200000000000013,1.9200000000000013,0.756717061360677,0.15000000000000002,0.8885469676600769,435.39805238401135,-35.839999999999804,400.44659935167164,0.0
6,3600,0.8290475,-424.0508117675781,3,3,0,0,0.21862348178137653,4.199999999999999,0.4414915397255633,1776,600,1252,-360.0000000000022,30.0,0.0,-2504.0,4.199999999999999,4.199999999999999,1.3482720794677743,0.6,1.191639273734763,317.8739086024055,-35.519999999999726,283.5455478761405,0.0
7,4200,0.8005475,-965.63671875,0,0,0,0,0.06882591093117409,1.2400000000000007,0.653565954482393,1711,600,2936,-360.0000000000022,0.0,0.0,-5872.0,1.2400000000000007,1.2400000000000007,0.02549363199869792,0.1,0.46686018312815575,470.5674872273227,-34.219999999999715,436.8143474104512,0.0
8,4800,0.7720475,-331.5273132324219,1,1,0,0,0.19331983805668015,3.700000000000003,0.4106031477924262,1817,600,953,-360.0000000000022,10.0,0.0,-1906.0,3.700000000000003,3.700000000000003,1.7215771128336588,0.8500000000000002,1.26948543895036,295.634266410547,-36.339999999999804,260.5637518494976,0.0
9,5400,0.7435475,-272.1449279785156,0,0,0,0,0.1902834008097166,3.640000000000003,0.43625380692454596,1806,600,779,-360.0000000000022,0.0,0.0,-1558.0,3.640000000000003,3.640000000000003,1.4214253540039068,0.9500000000000003,1.1363173974025993,314.102740985673,-36.11999999999976,279.1190583830758,0.0
10,6000,0.7150475000000001,-368.99072265625,0,0,0,0,0.18724696356275303,3.5800000000000027,0.44752816376913357,1717,600,1074,-360.0000000000022,0.0,0.0,-2148.0,3.5800000000000027,3.5800000000000027,0.8328822377522784,0.3,1.4614260607073082,322.22027791377644,-34.33999999999977,289.341703974484,0.0
11,6600,0.6865475,-461.4841003417969,0,0,0,0,0.14068825910931174,2.660000000000002,0.5093620541710051,1788,600,1372,-360.0000000000022,0.0,0.0,-2744.0,2.660000000000002,2.660000000000002,0.4770595779418945,0.1,0.8784534137975425,366.7406790031239,-35.759999999999785,331.8591324169217,0.0
12,7200,0.6580475,-316.4946594238281,0,0,0,0,0.1417004048582996,2.680000000000002,0.44867448361479745,1750,600,916,-360.0000000000022,0.0,0.0,-1832.0,2.680000000000002,2.680000000000002,1.025130750020345,0.1,1.181499319430441,323.0456282026541,-34.99999999999974,289.2271275220848,0.0
13,7800,0.6295474999999999,-400.8879699707031,1,1,0,0,0.14979757085020243,2.840000000000002,0.4634798651816851,1865,600,1178,-360.0000000000022,10.0,0.0,-2356.0,2.840000000000002,2.840000000000002,0.3052151679992676,0.1,1.022056816332042,333.7055029308132,-37.299999999999784,297.4275597471455,0.0
14,8400,0.6010475,-107.18531036376953,0,0,0,0,0.1548582995951417,2.940000000000002,0.4289417757269662,1753,600,281,-360.0000000000022,0.0,0.0,-562.0,2.940000000000002,2.940000000000002,0.6939379971822102,0.1,1.3760808909125632,308.8380785234153,-35.05999999999975,275.1541594143281,0.0
