stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,delivery_conversion,swarm_efficiency
stage1b_single_agent_tiny,2,1,2710,35,1,75,75,1,0,-2.1418375968933105,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,2828,36,1,100,100,1,0,28.605485916137695,4.0,4.0,0.0,0.36,0.0,0,0,0,98,94,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,2968,37,1,100,100,1,0,-4.319952964782715,0.0,0.0,0.0,0.36,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3000,38,1,100,100,1,0,31.229530334472656,4.0,4.0,0.0,0.12,0.0,0,0,0,32,20,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3054,39,1,100,100,1,0,28.580520629882812,4.0,4.0,0.0,0.28,0.0,0,0,0,54,26,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3194,40,1,100,100,1,0,-5.566473484039307,0.0,0.0,0.0,0.24,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3334,41,1,100,100,1,0,-3.296827554702759,0.0,0.0,0.0,0.4,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3474,42,1,100,100,1,0,-2.2090930938720703,0.0,0.0,0.0,0.2,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3516,43,1,100,100,1,0,31.476726531982422,4.0,4.0,0.0,0.12,0.0,0,0,0,42,38,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3656,44,1,100,100,1,0,-4.406429290771484,0.0,0.0,0.0,0.2,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3796,45,1,100,100,1,0,-4.203670978546143,0.0,0.0,0.0,0.24,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,3936,46,1,100,100,1,0,-2.944326877593994,0.0,0.0,0.0,0.24,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1c_single_agent_small,3,1,4076,47,1,100,100,1,0,-2.9916954040527344,0.0,0.0,0.0,0.2,0.0,0,0,4,140,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,4285,48,1,160,120,1,0,-4.997369289398193,0.0,0.0,0.0,0.23809523809523808,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,4475,49,1,160,120,1,0,-5.137296199798584,0.0,0.0,0.0,0.2857142857142857,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,4665,50,1,160,120,1,0,-3.5851030349731445,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,4855,51,1,160,120,1,0,-5.1874284744262695,0.0,0.0,0.0,0.21428571428571427,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5045,52,1,160,120,1,0,-1.99134361743927,0.0,0.0,0.0,0.19047619047619047,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5235,53,1,160,120,1,0,-3.0661470890045166,0.0,0.0,0.0,0.14285714285714285,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5425,54,1,160,120,1,0,-1.2665832042694092,0.0,0.0,0.0,0.047619047619047616,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5615,55,1,160,120,1,0,-2.0340731143951416,0.0,0.0,0.0,0.09523809523809523,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5805,56,1,160,120,1,0,-0.05097974091768265,0.0,0.0,0.0,0.07142857142857142,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,5995,57,1,160,120,1,0,-0.1641104817390442,0.0,0.0,0.0,0.047619047619047616,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,6185,58,1,160,120,1,0,0.43400007486343384,0.0,0.0,0.0,0.047619047619047616,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,6375,59,1,160,120,1,0,0.500336229801178,0.0,0.0,0.0,0.023809523809523808,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,6565,60,1,160,120,1,0,0.7999989986419678,0.0,0.0,0.0,0.023809523809523808,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
stage1d_single_agent_return_medium,4,1,6755,61,1,160,120,1,0,0.6014690399169922,0.0,0.0,0.0,0.023809523809523808,0.0,0,0,4,190,-1,-1,-1,0.0,0.0
