episode,global_step,epsilon,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,food_delivered,exploration_coverage,coverage_reward_total,pheromone_usage,pheromone_deposit_events,episode_length,collisions,reward_step_component,reward_pickup_component,reward_delivery_component,reward_collision_component,reward_exploration_component,reward_new_cell_component,reward_food_approach_component,reward_food_detected_component,reward_pheromone_follow_component,reward_pheromone_usage_component,reward_pheromone_deposit_component,reward_pheromone_component,swarm_efficiency
1,600,0.9715475,-671.7973022460938,0,0,0,0,0.1437246963562753,2.720000000000002,0.5611376524522267,1759,600,2022,-360.0000000000022,0.0,0.0,-4044.0,2.720000000000002,2.720000000000002,0.6571857198079425,0.3,0.7002201363723722,404.0191097656037,-35.179999999999744,369.5393299019763,0.0
2,1200,0.9430475,-778.02490234375,0,0,0,0,0.12348178137651822,2.3200000000000016,0.5952024189947971,1815,600,2352,-360.0000000000022,0.0,0.0,-4704.0,2.3200000000000016,2.3200000000000016,0.4038279215494793,0.3,0.580251087360084,428.54574167625395,-36.299999999999756,392.8259927636143,0.0
3,1800,0.9145475,-820.6245727539062,1,1,0,0,0.10020242914979757,1.8600000000000012,0.613004335701755,1708,600,2492,-360.0000000000022,10.0,0.0,-4984.0,1.8600000000000012,1.8600000000000012,0.31081174977620446,0.05,0.8282920121401547,441.36312170526384,-34.15999999999973,408.03141371740423,0.0
4,2400,0.8860475,-623.4450073242188,1,1,0,0,0.16295546558704455,3.1000000000000023,0.5192530606273876,1694,600,1868,-360.0000000000022,10.0,0.0,-3736.0,3.1000000000000023,3.1000000000000023,0.750309600830078,0.25,1.247257485156879,373.86220365171863,-33.879999999999754,341.2294611368757,0.0
5,3000,0.8575475,-913.7939453125,1,1,0,0,0.07591093117408906,1.3800000000000008,0.6434536814049676,1804,600,2781,-360.0000000000022,10.0,0.0,-5562.0,1.3800000000000008,1.3800000000000008,0.24861940002441402,0.05,0.35131995454430565,463.28665061157653,-36.07999999999978,427.55797056612107,0.0
6,3600,0.8290475,-838.3716430664062,0,0,0,0,0.10728744939271255,2.0000000000000013,0.5872025347434424,1721,600,2531,-360.0000000000022,0.0,0.0,-5062.0,2.0000000000000013,2.0000000000000013,0.7063451944986981,0.1,0.5971700216084719,422.78582501527836,-34.41999999999974,388.9629950368871,0.0
7,4200,0.8005475,-514.0372924804688,0,0,0,0,0.1720647773279352,3.2800000000000025,0.5164243084915345,1642,600,1534,-360.0000000000022,0.0,0.0,-3068.0,3.2800000000000025,3.2800000000000025,0.6143257191975913,0.15000000000000002,0.7464579743240027,371.82550211390475,-32.8399999999997,339.7319600882291,0.0
8,4800,0.7720475,-565.9558715820312,1,1,0,0,0.16396761133603238,3.1200000000000023,0.5146370658718338,1829,600,1692,-360.0000000000022,10.0,0.0,-3384.0,3.1200000000000023,3.1200000000000023,0.6258973134358724,0.05,0.5098568910732866,370.53868742772033,-36.57999999999977,334.4685443187939,0.0
9,5400,0.7435475,-526.1248168945312,0,0,0,0,0.11842105263157894,2.2200000000000015,0.52600086697045,1522,600,1575,-360.0000000000022,0.0,0.0,-3150.0,2.2200000000000015,2.2200000000000015,1.030952359517415,1.0500000000000003,0.6694095510710029,378.7206242187242,-30.439999999999692,348.9500337697955,0.0
10,6000,0.7150475000000001,-377.7492980957031,0,0,0,0,0.14068825910931174,2.660000000000002,0.4904094210305226,1700,600,1115,-360.0000000000022,0.0,0.0,-2230.0,2.660000000000002,2.660000000000002,0.8131477394104009,0.2,0.73596016866155,353.0947831419762,-33.99999999999976,319.830743310638,0.0
