stage,stage_index,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_tiny,1,107,1,1,75,75,1,0,18.69355010986328,4.0,4.0,0.0,0.5,0.0394100460156398,1,0,0,107,97,-1,-1,0.0
stage1a_single_agent_tiny,1,227,2,1,75,75,1,0,-18.056665420532227,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,264,3,1,75,75,1,0,23.99796485900879,4.0,4.0,0.0,0.1875,0.08283979032893439,1,0,0,37,29,-1,-1,0.0
stage1a_single_agent_tiny,1,353,4,1,75,75,1,0,49.239173889160156,4.0,4.0,1.0,0.5,0.0,0,0,0,89,85,85,0,0.011235955056179775
stage1a_single_agent_tiny,1,396,5,1,75,75,1,0,20.912866592407227,4.0,4.0,0.0,0.1875,0.12593449168123824,2,0,0,43,27,-1,-1,0.0
stage1a_single_agent_tiny,1,433,6,1,75,75,1,0,24.004812240600586,4.0,4.0,0.0,0.1875,0.036502584512974764,1,0,0,37,29,-1,-1,0.0
stage1a_single_agent_tiny,1,528,7,1,75,75,1,0,8.341205596923828,4.0,4.0,0.0,0.25,0.049628794820685135,2,0,0,95,12,-1,-1,0.0
stage1a_single_agent_tiny,1,608,8,1,75,75,1,0,25.070581436157227,4.0,4.0,0.0,0.375,0.06029439602280036,2,0,0,80,13,-1,-1,0.0
stage1a_single_agent_tiny,1,721,9,1,75,75,1,0,14.277504920959473,4.0,4.0,0.0,0.4375,0.032852876239118325,2,0,0,113,107,-1,-1,0.0
stage1a_single_agent_tiny,1,785,10,1,75,75,1,0,28.32415199279785,4.0,4.0,0.0,0.375,0.0,0,0,0,64,60,-1,-1,0.0
stage1a_single_agent_tiny,1,905,11,1,75,75,1,0,-21.671390533447266,0.0,0.0,0.0,0.3125,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,996,12,1,75,75,1,0,12.874895095825195,4.0,4.0,0.0,0.375,0.019518458335609227,2,0,0,91,11,-1,-1,0.0
stage1a_single_agent_tiny,1,1002,13,1,75,75,1,0,31.935558319091797,4.0,4.0,0.0,0.125,0.0,0,0,0,6,2,-1,-1,0.0
stage1a_single_agent_tiny,1,1061,14,1,75,75,1,0,21.028167724609375,4.0,4.0,0.0,0.4375,0.03531073450537051,2,0,0,59,53,-1,-1,0.0
stage1a_single_agent_tiny,1,1066,15,1,75,75,1,0,151.9518280029297,4.0,4.0,4.0,0.125,0.0,0,0,0,5,2,2,0,0.8
stage1a_single_agent_tiny,1,1108,16,1,75,75,1,0,27.09993553161621,4.0,4.0,0.0,0.25,0.0,0,0,0,42,38,-1,-1,0.0
stage1a_single_agent_tiny,1,1134,17,1,75,75,1,0,30.180051803588867,4.0,4.0,0.0,0.25,0.0,0,0,0,26,22,-1,-1,0.0
stage1a_single_agent_tiny,1,1209,18,1,75,75,1,0,17.77292251586914,4.0,4.0,0.0,0.3125,0.0,0,0,0,75,71,-1,-1,0.0
stage1a_single_agent_tiny,1,1266,19,1,75,75,1,0,81.07616424560547,4.0,4.0,2.0,0.375,0.0,0,0,0,57,43,43,0,0.03508771929824561
stage1a_single_agent_tiny,1,1279,20,1,75,75,1,0,25.820505142211914,4.0,4.0,0.0,0.125,0.0,0,0,0,13,5,-1,-1,0.0
stage1a_single_agent_tiny,1,1297,21,1,75,75,1,0,31.805816650390625,4.0,4.0,0.0,0.25,0.0,0,0,0,18,10,-1,-1,0.0
stage1a_single_agent_tiny,1,1369,22,1,75,75,1,0,82.03044891357422,4.0,4.0,2.0,0.375,0.0,0,0,0,72,47,47,0,0.027777777777777776
stage1a_single_agent_tiny,1,1399,23,1,75,75,1,0,24.220531463623047,4.0,4.0,0.0,0.125,0.03766106382439224,3,0,0,30,26,-1,-1,0.0
stage1a_single_agent_tiny,1,1428,24,1,75,75,1,0,28.628149032592773,4.0,4.0,0.0,0.25,0.0,0,0,0,29,25,-1,-1,0.0
stage1a_single_agent_tiny,1,1548,25,1,75,75,1,0,-4.774024486541748,1.0,1.0,0.0,0.3125,0.35561120747588576,1,0,3,120,45,-1,-1,0.0
stage1a_single_agent_tiny,1,1668,26,1,75,75,1,0,17.288028717041016,1.0,1.0,1.0,0.375,0.0,0,0,3,120,67,67,0,0.008333333333333333
stage1a_single_agent_tiny,1,1788,27,1,75,75,1,0,-14.695730209350586,0.0,0.0,0.0,0.4375,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1908,28,1,75,75,1,0,-26.292495727539062,0.0,0.0,0.0,0.375,0.0,0,0,4,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1961,29,1,75,75,1,0,14.741449356079102,4.0,4.0,0.0,0.25,0.0015723270908841547,1,0,0,53,46,-1,-1,0.0
stage1a_single_agent_tiny,1,2044,30,1,75,75,1,0,22.216442108154297,4.0,4.0,0.0,0.4375,0.053558747093361544,1,0,0,83,31,-1,-1,0.0
stage1a_single_agent_tiny,1,2075,31,1,75,75,1,0,22.888025283813477,4.0,4.0,0.0,0.125,0.0026881721231245227,1,0,0,31,27,-1,-1,0.0
