stage,stage_index,stage_attempt,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,delivery_conversion,carrying_stall_events,carrying_stall_fraction,carrying_low_progress_fraction,carrying_low_displacement_fraction,carrying_penalty_total,non_carrying_nest_loiter_fraction,non_carrying_nest_crowding_fraction,non_carrying_nest_penalty_total,non_carrying_explore_active_fraction,non_carrying_outward_reward_total,non_carrying_idle_near_nest_fraction,non_carrying_idle_near_nest_penalty_total,non_carrying_force_explore_fraction,non_carrying_force_explore_overrides,non_carrying_random_explore_fraction,non_carrying_random_explore_overrides,post_delivery_active_fraction,post_delivery_outward_reward,post_delivery_loiter_penalty_total,swarm_efficiency
stage1b_single_agent_tiny,2,1,175,1,1,75,75,1,0,189.75006103515625,4.0,4.0,4.0,0.25,0.0,0,0,0,47,5,33,28,1.0,2,0.3829787234042553,0.5106382978723404,0.2553191489361702,-1.2000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234
stage1b_single_agent_tiny,2,1,182,2,1,75,75,1,0,191.71115112304688,4.0,4.0,4.0,0.125,0.0,0,0,0,7,2,4,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
stage1d_single_agent_carry_bootstrap,4,2,511,3,1,120,100,1,0,54.24204635620117,0.0,0.0,1.0,0.1,0.0,0,0,0,63,-1,63,-1,1.0,7,0.47619047619047616,0.6825396825396826,0.4603174603174603,-4.600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872
