condition,n_agents,n,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,early_deliveries_mean,early_deliveries_std,early_deliveries_ci95,late_deliveries_mean,late_deliveries_std,late_deliveries_ci95,late_delivery_fraction_mean,late_delivery_fraction_std,late_delivery_fraction_ci95,post_discovery_deliveries_mean,post_discovery_deliveries_std,post_discovery_deliveries_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,pickup_to_delivery_latency_mean,pickup_to_delivery_latency_std,pickup_to_delivery_latency_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95
trained_with_pheromone__eval_without_pheromone,10,20,1.75,3.6688589937185476,1.6079483495239646,1.1,2.918182563460383,1.278949898199794,0.1716666666666667,0.3650322424275641,0.15998243397725434,0.5,2.23606797749979,0.9799999999999999,0.6,1.4290224851827542,0.6262967179758876,0.20833333333333334,0.40780040410799406,0.1787264072681224,1.1,2.918182563460383,1.278949898199794,74.55,182.6358110384823,80.04367336713915,137.0,273.99519780655396,120.08369000957536,61.7,169.01326637434804,74.07332993161504,0.22909919028340076,0.03796384593895674,0.016638389080539974,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.01771255060728745,0.0030007132123391566,0.0013151205498593344,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,15,20,2.85,6.209288458261119,2.7213406525770383,2.65,5.958408477013587,2.6113876528934212,0.3333333333333333,0.4714045207910317,0.2066021404643341,1.35,3.828906673684992,1.6780923379650003,1.3,3.010507913083246,1.3194132667292127,0.21291666666666664,0.3935933852645095,0.1724999067293586,2.65,5.958408477013587,2.6113876528934212,92.2,229.20540087326407,100.45369600389078,143.4,270.9349115854018,118.7424604374393,50.55,103.64640039957717,45.42503779565671,0.2810222672064777,0.041167648661429496,0.01804251753263378,0.014083926893470117,0.02631864176048332,0.011534653322173466
trained_with_pheromone__eval_without_pheromone,15,20,2.65,5.958408477013587,2.6113876528934212,1.85,4.319783132958121,1.8932284317368686,0.27958333333333335,0.4314438817498925,0.18908861822155154,1.05,3.017056774233353,1.3222834316757546,0.8,2.142305693455191,0.938906867193524,0.203125,0.37983451642579963,0.16646981659005428,1.85,4.319783132958121,1.8932284317368686,92.2,229.20540087326407,100.45369600389078,144.2,262.3787138349531,114.99254143684823,51.35,97.68869729373694,42.81395928531032,0.2783906882591093,0.039351895420733994,0.017246728588027883,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.027479757085020245,0.0034795476211635546,0.001524978982326401,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,20,20,2.55,4.871776937249466,2.1351503829694845,2.5,4.8936048492959285,2.1447168872174687,0.25,0.4442616583193193,0.19470625648856144,1.4,3.299122690400554,1.4459042699621358,1.1,2.8078836383147703,1.2306092628835268,0.1125,0.2511304849432587,0.1100627877689003,2.5,4.8936048492959285,2.1447168872174687,31.2,60.55497719558562,26.539388895514687,55.0,105.09544534174137,46.06010974231047,32.1,68.66309818695615,30.092929597988192,0.33107287449392714,0.04603568131125154,0.020176026909285116,0.027258818107046258,0.04624174550385508,0.020266338523593583
trained_with_pheromone__eval_without_pheromone,20,20,2.25,4.423323351698834,1.9386069333687173,1.35,3.0135658193191035,1.3207534532268033,0.17916666666666664,0.3650232308556915,0.1599784844817453,0.95,2.7236778540480113,1.1937044507705723,0.4,0.9947229183096801,0.4359565405670133,0.10416666666666666,0.22761636700008148,0.09975727120312952,1.35,3.0135658193191035,1.3207534532268033,31.2,60.55497719558562,26.539388895514687,53.95,104.54637601008515,45.819469497721514,31.05,70.92358749497866,31.083632717997553,0.3290485829959514,0.04349054091673181,0.019060569950137475,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.03841093117408907,0.005499564895206077,0.00241029058666105,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,30,50,2.84,5.497160677131794,1.5237352000921944,2.66,5.289998263955581,1.4663127088039574,0.4516770186335404,0.4962253703515324,0.1375466551539708,1.54,3.1377230793122872,0.8697324646119634,1.12,3.2553879984432212,0.9023475162042615,0.15583333333333335,0.3284344521246266,0.09103738548286389,2.66,5.289998263955581,1.4663127088039574,26.22,42.82059870517212,11.869264401806879,124.86,193.23740395098014,53.562675655347896,100.2,175.5892702779264,48.670862577110746,0.3889878542510121,0.04191551509474482,0.011618388024485091,0.02557830917764874,0.03416202840181205,0.009469231161267423
trained_with_pheromone__eval_without_pheromone,30,50,2.8,5.518059404522275,1.529528031779738,2.12,4.378239325555049,1.2135860249689758,0.4174285714285714,0.46719248801931523,0.12949915074796609,1.28,2.491127111512836,0.6905052063525661,0.84,2.992234848362525,0.8294051844544981,0.10337944664031622,0.26421116897761787,0.07323559962572496,2.12,4.378239325555049,1.2135860249689758,26.22,42.82059870517212,11.869264401806879,104.92,136.093881162218,37.72329924913779,80.04,115.23515620022302,31.941555669065337,0.3848582995951416,0.039900419324941476,0.01105983197412633,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,30,50,0.06,0.2398979374820952,0.06649631568741234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.8081220356417685,0.22399999999999998,-1.0,0.0,0.0,-1.0,0.0,0.0,0.057813765182186234,0.006497455104068452,0.001801002669300443,0.0,0.0,0.0
