condition,n_agents,n,food_picked_up_mean,food_picked_up_std,food_picked_up_ci95,food_delivered_mean,food_delivered_std,food_delivered_ci95,delivery_conversion_mean,delivery_conversion_std,delivery_conversion_ci95,early_deliveries_mean,early_deliveries_std,early_deliveries_ci95,late_deliveries_mean,late_deliveries_std,late_deliveries_ci95,late_delivery_fraction_mean,late_delivery_fraction_std,late_delivery_fraction_ci95,post_discovery_deliveries_mean,post_discovery_deliveries_std,post_discovery_deliveries_ci95,time_to_first_discovery_mean,time_to_first_discovery_std,time_to_first_discovery_ci95,time_to_first_delivery_mean,time_to_first_delivery_std,time_to_first_delivery_ci95,pickup_to_delivery_latency_mean,pickup_to_delivery_latency_std,pickup_to_delivery_latency_ci95,exploration_coverage_mean,exploration_coverage_std,exploration_coverage_ci95,pheromone_usage_mean,pheromone_usage_std,pheromone_usage_ci95
trained_with_pheromone__eval_with_pheromone,1,20,0.2,0.5231483637805969,0.2292798795313159,0.2,0.5231483637805969,0.2292798795313159,0.15,0.36634754853252327,0.16055889229418857,0.05,0.22360679774997894,0.09799999999999998,0.15,0.36634754853252327,0.16055889229418857,0.125,0.31933318682925255,0.13995393979148246,0.2,0.5231483637805969,0.2292798795313159,71.2,182.2048009073422,79.85477484850396,81.7,206.8839237223058,90.67087731141159,9.65,26.683870546988135,11.694721895390513,0.05495762711864407,0.026649069279276336,0.011679469567330389,0.0036729799100202014,0.011463583803690995,0.005024137119560459
trained_with_pheromone__eval_without_pheromone,1,20,0.15,0.36634754853252327,0.16055889229418857,0.15,0.36634754853252327,0.16055889229418857,0.15,0.36634754853252327,0.16055889229418857,0.05,0.22360679774997894,0.09799999999999998,0.1,0.30779350562554625,0.1348964515158903,0.1,0.30779350562554625,0.1348964515158903,0.15,0.36634754853252327,0.16055889229418857,71.2,182.2048009073422,79.85477484850396,81.4,206.09920963100834,90.32696119740713,9.35,25.652074913511793,11.242517521023762,0.052902542372881355,0.024489709982133234,0.010733088628783794,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,1,20,0.3,0.7326950970650465,0.32111778458837714,0.2,0.523148363780597,0.22927987953131596,0.13333333333333333,0.3315743061032267,0.1453188468556711,0.0,0.0,0.0,0.2,0.523148363780597,0.22927987953131596,0.15,0.36634754853252327,0.16055889229418857,0.2,0.523148363780597,0.22927987953131596,127.4,276.0422164509586,120.98083548623462,91.6,232.2116548142641,101.77124488515251,8.1,22.943638035756,10.055492722623631,0.05572033898305084,0.020769992715658044,0.00910285065845982,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,3,20,0.85,1.9269556026896006,0.8445255285786526,0.7,1.5593520921743174,0.6834161866758252,0.21904761904761907,0.39702918743750876,0.1740057134237079,0.3,0.7326950970650465,0.32111778458837714,0.4,0.9947229183096801,0.4359565405670133,0.135,0.29784312366712357,0.13053550434551067,0.7,1.5593520921743174,0.6834161866758252,73.7,170.23237987496603,74.60762998091027,106.25,232.82631317199343,102.04063078783346,31.8,64.76565041504801,28.384797799266828,0.13031779661016946,0.0399928068779203,0.01752762041884998,0.009498459453719467,0.025327564076310614,0.01110029437590599
trained_with_pheromone__eval_without_pheromone,3,20,0.7,1.4545753585442767,0.6374957584998219,0.65,1.4608937423083819,0.6402649122782981,0.2,0.4103913408340617,0.17986193535452044,0.3,0.7326950970650465,0.32111778458837714,0.35,0.9333020044867295,0.4090376382115516,0.0875,0.23332550112168238,0.1022594095528879,0.65,1.4608937423083819,0.6402649122782981,73.7,170.23237987496603,74.60762998091027,66.9,143.5133956703767,62.897518846554114,26.05,65.0776661503695,28.521544724535595,0.1323093220338983,0.039190454697120965,0.017175974071290127,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,3,20,0.75,1.446411166701189,0.6339176436630932,0.65,1.268027892769755,0.5557377268574013,0.2208333333333333,0.3994468031390559,0.17506528022192544,0.2,0.523148363780597,0.22927987953131596,0.45,1.050062654772261,0.46021024943411515,0.15,0.332894447911485,0.14589742451301926,0.65,1.268027892769755,0.5557377268574013,49.45,116.82667098155105,51.201546068351036,97.3,188.79119627110182,82.74138988947495,47.1,119.69562274896754,52.458919618868876,0.13048728813559324,0.03869216097265189,0.016957587217717947,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,6,20,1.65,2.5188761069384222,1.103946127594811,1.5,2.3951705795753164,1.0497297897930433,0.43166666666666664,0.4924547653403638,0.2158278169043731,0.8,1.1516578439248717,0.5047363042640238,0.7,1.4903196407411894,0.6531613808804714,0.13444444444444445,0.26390258505547154,0.11566040744590306,1.5,2.3951705795753164,1.0497297897930433,116.05,293.2617790518082,128.52764153982392,120.05,151.73435061941225,66.50051121133144,68.3,100.89082165755634,44.21735216429238,0.20817796610169492,0.03815345502997973,0.016721488928609127,0.006335968674835471,0.009107915088645375,0.003991719785215388
trained_with_pheromone__eval_without_pheromone,6,20,1.5,2.2594829403858614,0.9902620599459625,1.4,2.2100250058123296,0.9685861644142644,0.49000000000000005,0.5046103238612627,0.22115522531518564,0.75,1.019545822516343,0.4468356580032058,0.65,1.4964871146156007,0.6558643954836685,0.12916666666666668,0.2736944020819464,0.11995186047081284,1.4,2.2100250058123296,0.9685861644142644,122.5,291.96764420592547,127.9604619362847,136.6,155.81210006387755,68.28766370212658,78.45,95.99697089519351,42.07252750092142,0.2040042372881356,0.033475698385646104,0.014671371688178593,0.0,0.0,0.0
trained_without_pheromone__eval_without_pheromone,6,20,1.45,2.5230516193063135,1.105776126575928,1.25,1.996707816698066,0.8750957842310448,0.375,0.4764175523745177,0.20879919842556363,0.55,0.9445132413883326,0.41395117942502396,0.7,1.3416407864998738,0.588,0.17916666666666664,0.29651361121781056,0.12995281982364584,1.25,1.996707816698066,0.8750957842310448,60.0,122.2800926260345,53.591613483729645,116.2,161.5017027774011,70.78124203487815,55.6,87.43563045855053,38.32035461873054,0.19783898305084746,0.030024817496598504,0.013158956455146184,0.0,0.0,0.0
trained_with_pheromone__eval_with_pheromone,10,20,1.95,3.8316548575476395,1.6792967826475838,1.9,3.740250484153505,1.6392370497469722,0.4444444444444445,0.5046888657401501,0.2211896478113191,0.8,1.8524521444205841,0.811872948317978,1.1,2.1980852911951394,0.9633533537651313,0.22458333333333336,0.3767694608221148,0.16512649674386173,1.9,3.740250484153505,1.6392370497469722,112.55,260.2475491567697,114.058517334882,182.1,311.84981203001854,136.674206180052,69.0,110.0420972078174,48.22807550969062,0.2629237288135593,0.027482264747300145,0.012044633581519403,0.004830909935332991,0.009272298746684293,0.004063764099833347
