stage,stage_index,global_step,episode,n_agents,width,height,n_targets,n_obstacles,pheromone_enabled,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,low_displacement_fraction,crowding_fraction,stuck_event_count,successful_escape_count,mean_stuck_duration,max_collision_streak,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_tiny,1,33240,277,1,100,100,2,0,True,16.06855583190918,4.0,4.0,0.0,0.56,0.33171193348631883,72,0.35833333333333334,0.0,1,0,7.0,1,120,18,-1,-1,0.0
stage1a_single_agent_tiny,1,33360,278,1,100,100,2,0,True,19.635005950927734,4.0,4.0,0.0,0.48,0.2914450277147504,77,0.25833333333333336,0.0,0,0,0.0,1,120,38,-1,-1,0.0
stage1a_single_agent_tiny,1,33480,279,1,100,100,2,0,True,32.637359619140625,6.0,6.0,0.0,0.64,0.280231577467445,71,0.36666666666666664,0.0,1,0,7.0,1,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,33600,280,1,100,100,2,0,True,35.29170227050781,6.0,6.0,0.0,0.52,0.3366039958006392,77,0.39166666666666666,0.0,0,0,0.0,1,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,33720,281,1,100,100,2,0,True,1.835978388786316,2.0,2.0,0.0,0.52,0.2736303698543149,66,0.3333333333333333,0.0,0,0,0.0,1,120,67,-1,-1,0.0
stage1a_single_agent_tiny,1,33840,282,1,100,100,2,0,True,27.076696395874023,7.0,7.0,0.0,0.44,0.3479089181870222,67,0.30833333333333335,0.0,0,0,0.0,1,120,18,-1,-1,0.0
stage1a_single_agent_tiny,1,33960,283,1,100,100,2,0,True,29.365633010864258,6.0,6.0,0.0,0.56,0.2530144359683618,57,0.2833333333333333,0.0,0,0,0.0,1,120,19,-1,-1,0.0
stage1a_single_agent_tiny,1,34080,284,1,100,100,2,0,True,22.69333839416504,5.0,5.0,0.0,0.56,0.3239016332964335,76,0.4083333333333333,0.0,0,0,0.0,1,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,34200,285,1,100,100,2,0,True,15.40130615234375,5.0,5.0,0.0,0.56,0.25564613320166246,52,0.2833333333333333,0.0,0,0,0.0,1,120,56,-1,-1,0.0
stage1a_single_agent_tiny,1,34320,286,1,100,100,2,0,True,101.16107940673828,6.0,6.0,3.0,0.4,0.34426829089061356,56,0.35833333333333334,0.0,0,0,0.0,1,120,14,36,22,0.025
stage1a_single_agent_tiny,1,34440,287,1,100,100,2,0,True,21.954885482788086,6.0,6.0,0.0,0.52,0.2846789749184003,60,0.275,0.0,0,0,0.0,1,120,10,-1,-1,0.0
stage1a_single_agent_tiny,1,34560,288,1,100,100,2,0,True,41.356689453125,3.0,3.0,1.0,0.52,0.265118515547753,62,0.375,0.0,0,0,0.0,1,120,45,112,67,0.008333333333333333
stage1a_single_agent_tiny,1,34680,289,1,100,100,2,0,True,38.95320510864258,7.0,7.0,0.0,0.52,0.20280702292608718,61,0.21666666666666667,0.0,0,0,0.0,1,120,24,-1,-1,0.0
stage1a_single_agent_tiny,1,34800,290,1,100,100,2,0,True,25.719892501831055,2.0,2.0,1.0,0.52,0.3736241576940908,67,0.44166666666666665,0.0,0,0,0.0,1,120,17,17,0,0.008333333333333333
stage1a_single_agent_tiny,1,34920,291,1,100,100,2,0,True,21.619110107421875,5.0,5.0,0.0,0.44,0.24638992125789325,57,0.25833333333333336,0.0,0,0,0.0,1,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,35040,292,1,100,100,2,0,True,57.45225143432617,5.0,5.0,1.0,0.6,0.22162068088849385,58,0.325,0.0,0,0,0.0,1,120,30,76,46,0.008333333333333333
stage1a_single_agent_tiny,1,35160,293,1,100,100,2,0,True,6.891810894012451,3.0,3.0,0.0,0.52,0.25931530851424517,67,0.2833333333333333,0.0,0,0,0.0,1,120,41,-1,-1,0.0
stage1a_single_agent_tiny,1,35280,294,1,100,100,2,0,True,5.904449939727783,4.0,4.0,0.0,0.48,0.283097423495686,60,0.23333333333333334,0.0,0,0,0.0,1,120,26,-1,-1,0.0
stage1a_single_agent_tiny,1,35400,295,1,100,100,2,0,True,95.96142578125,7.0,7.0,2.0,0.56,0.24157616855809466,59,0.31666666666666665,0.0,0,0,0.0,1,120,13,27,14,0.016666666666666666
stage1a_single_agent_tiny,1,35520,296,1,100,100,2,0,True,27.36838150024414,5.0,5.0,0.0,0.6,0.21987415427186838,52,0.25833333333333336,0.0,0,0,0.0,1,120,18,-1,-1,0.0
stage1a_single_agent_tiny,1,35640,297,1,100,100,2,0,True,35.017677307128906,2.0,2.0,1.0,0.6,0.29480464522882055,66,0.30833333333333335,0.0,0,0,0.0,1,120,22,22,0,0.008333333333333333
stage1a_single_agent_tiny,1,35760,298,1,100,100,2,0,True,22.985424041748047,5.0,5.0,0.0,0.52,0.1989961614269608,50,0.24166666666666667,0.0,0,0,0.0,1,120,22,-1,-1,0.0
stage1a_single_agent_tiny,1,35880,299,1,100,100,2,0,True,54.292396545410156,5.0,5.0,1.0,0.56,0.24298070249108908,59,0.35833333333333334,0.0,0,0,0.0,1,120,33,78,45,0.008333333333333333
stage1a_single_agent_tiny,1,36000,300,1,100,100,2,0,True,-17.27247428894043,0.0,0.0,0.0,0.52,0.3612438695553768,58,0.38333333333333336,0.0,1,0,9.0,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,36120,301,1,100,100,2,0,True,6.806828498840332,3.0,3.0,0.0,0.44,0.35193263030378147,78,0.325,0.0,0,0,0.0,1,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,36240,302,1,100,100,2,0,True,71.00325012207031,11.0,11.0,0.0,0.6,0.29037348164905175,72,0.325,0.0,0,0,0.0,1,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,36360,303,1,100,100,2,0,True,43.398921966552734,7.0,7.0,0.0,0.6,0.2517011915158946,53,0.25,0.0,0,0,0.0,1,120,1,-1,-1,0.0
stage1a_single_agent_tiny,1,36480,304,1,100,100,2,0,True,60.89756774902344,6.0,6.0,1.0,0.44,0.26829677502003807,70,0.25833333333333336,0.0,0,0,0.0,1,120,10,84,74,0.008333333333333333
stage1a_single_agent_tiny,1,36600,305,1,100,100,2,0,True,20.96286392211914,4.0,4.0,0.0,0.48,0.28783401844557377,68,0.2916666666666667,0.0,0,0,0.0,1,120,49,-1,-1,0.0
stage1a_single_agent_tiny,1,36720,306,1,100,100,2,0,True,32.468624114990234,6.0,6.0,0.0,0.6,0.2786277103975105,71,0.35833333333333334,0.0,0,0,0.0,1,120,27,-1,-1,0.0
stage1a_single_agent_tiny,1,36840,307,1,100,100,2,0,True,-1.1127839088439941,3.0,3.0,0.0,0.44,0.393785721300325,63,0.48333333333333334,0.0,0,0,0.0,1,120,55,-1,-1,0.0
stage1a_single_agent_tiny,1,36960,308,1,100,100,2,0,True,40.15389633178711,7.0,7.0,0.0,0.48,0.328514074421643,64,0.325,0.0,0,0,0.0,1,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,37080,309,1,100,100,2,0,True,27.514686584472656,6.0,6.0,0.0,0.44,0.2822373296211784,64,0.36666666666666664,0.0,0,0,0.0,1,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,37200,310,1,100,100,2,0,True,33.628997802734375,5.0,5.0,0.0,0.6,0.3283897856619054,70,0.4583333333333333,0.0,0,0,0.0,1,120,15,-1,-1,0.0
stage1a_single_agent_tiny,1,37320,311,1,100,100,2,0,True,14.989480018615723,4.0,4.0,0.0,0.52,0.38666603942983785,78,0.4,0.0,0,0,0.0,1,120,22,-1,-1,0.0
stage1a_single_agent_tiny,1,37440,312,1,100,100,2,0,True,62.4727783203125,9.0,9.0,0.0,0.6,0.30554057970099774,74,0.375,0.0,2,0,7.0,1,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,37560,313,1,100,100,2,0,True,35.572845458984375,6.0,6.0,0.0,0.56,0.32833869244592884,77,0.3,0.0,0,0,0.0,1,120,34,-1,-1,0.0
stage1a_single_agent_tiny,1,37680,314,1,100,100,2,0,True,44.86570739746094,4.0,4.0,1.0,0.64,0.22682588511088397,69,0.26666666666666666,0.0,0,0,0.0,1,120,15,63,48,0.008333333333333333
stage1a_single_agent_tiny,1,37800,315,1,100,100,2,0,True,51.64301300048828,8.0,8.0,0.0,0.52,0.2781679483601086,65,0.2916666666666667,0.0,0,0,0.0,1,120,37,-1,-1,0.0
stage1a_single_agent_tiny,1,37920,316,1,100,100,2,0,True,18.1667423248291,4.0,4.0,0.0,0.48,0.2484899527184704,63,0.31666666666666665,0.0,1,0,7.0,1,120,9,-1,-1,0.0
stage1a_single_agent_tiny,1,38040,317,1,100,100,2,0,True,6.565629482269287,2.0,2.0,0.0,0.44,0.3448136042221449,64,0.35833333333333334,0.0,1,0,9.0,1,120,17,-1,-1,0.0
stage1a_single_agent_tiny,1,38160,318,1,100,100,2,0,True,107.68326568603516,12.0,12.0,1.0,0.56,0.2627697232295759,56,0.275,0.0,0,0,0.0,1,120,6,33,27,0.008333333333333333
stage1a_single_agent_tiny,1,38280,319,1,100,100,2,0,True,19.606019973754883,4.0,4.0,0.0,0.6,0.2209523089385281,54,0.275,0.0,0,0,0.0,1,120,28,-1,-1,0.0
stage1a_single_agent_tiny,1,38400,320,1,100,100,2,0,True,100.51318359375,10.0,10.0,1.0,0.52,0.25079566205774123,53,0.325,0.0,0,0,0.0,1,120,14,28,14,0.008333333333333333
stage1a_single_agent_tiny,1,38520,321,1,100,100,2,0,True,47.9546012878418,7.0,7.0,0.0,0.48,0.2869483409449458,57,0.39166666666666666,0.0,0,0,0.0,1,120,15,-1,-1,0.0
stage1a_single_agent_tiny,1,38640,322,1,100,100,2,0,True,6.238522052764893,2.0,2.0,0.0,0.56,0.31908237421691105,60,0.31666666666666665,0.0,0,0,0.0,1,120,23,-1,-1,0.0
stage1a_single_agent_tiny,1,38760,323,1,100,100,2,0,True,120.94547271728516,9.0,9.0,2.0,0.56,0.22982114682284494,58,0.3,0.0,0,0,0.0,1,120,8,8,0,0.016666666666666666
stage1a_single_agent_tiny,1,38880,324,1,100,100,2,0,True,36.987159729003906,6.0,6.0,0.0,0.52,0.23640256489161401,55,0.2833333333333333,0.0,0,0,0.0,1,120,7,-1,-1,0.0
stage1a_single_agent_tiny,1,39000,325,1,100,100,2,0,True,60.171913146972656,10.0,10.0,0.0,0.56,0.3091181072484081,64,0.30833333333333335,0.0,1,0,7.0,1,120,16,-1,-1,0.0
stage1a_single_agent_tiny,1,39120,326,1,100,100,2,0,True,95.99870300292969,7.0,7.0,2.0,0.56,0.21251405060950976,56,0.26666666666666666,0.0,0,0,0.0,1,120,11,25,14,0.016666666666666666
stage1a_single_agent_tiny,1,39240,327,1,100,100,2,0,True,81.42851257324219,8.0,8.0,1.0,0.44,0.3157026830362156,61,0.325,0.0,1,0,7.0,1,120,3,112,109,0.008333333333333333
stage1a_single_agent_tiny,1,39360,328,1,100,100,2,0,True,40.52206039428711,7.0,7.0,0.0,0.48,0.307958597682106,56,0.31666666666666665,0.0,1,0,7.0,1,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,39480,329,1,100,100,2,0,True,53.34832000732422,5.0,5.0,1.0,0.56,0.2026426504094464,54,0.25,0.0,0,0,0.0,1,120,7,19,12,0.008333333333333333
stage1a_single_agent_tiny,1,39600,330,1,100,100,2,0,True,101.76791381835938,7.0,7.0,2.0,0.52,0.3041711931466125,59,0.3416666666666667,0.0,0,0,0.0,1,120,21,21,0,0.016666666666666666
stage1a_single_agent_tiny,1,39720,331,1,100,100,2,0,True,49.272193908691406,4.0,4.0,1.0,0.52,0.24763345740114648,55,0.30833333333333335,0.0,0,0,0.0,1,120,14,31,17,0.008333333333333333
stage1a_single_agent_tiny,1,39840,332,1,100,100,2,0,True,46.42322540283203,7.0,7.0,0.0,0.52,0.2948308875163396,64,0.38333333333333336,0.0,1,0,7.0,1,120,32,-1,-1,0.0
stage1a_single_agent_tiny,1,39960,333,1,100,100,2,0,True,16.862529754638672,4.0,4.0,0.0,0.56,0.19702961993558954,67,0.20833333333333334,0.0,0,0,0.0,1,120,55,-1,-1,0.0
stage1a_single_agent_tiny,1,40080,334,1,100,100,2,0,True,56.53642272949219,6.0,6.0,1.0,0.56,0.3117629066866357,65,0.35,0.0,0,0,0.0,1,120,10,72,62,0.008333333333333333
stage1a_single_agent_tiny,1,40200,335,1,100,100,2,0,True,59.6794548034668,6.0,6.0,1.0,0.6,0.2357420587737579,60,0.24166666666666667,0.0,0,0,0.0,1,120,36,114,78,0.008333333333333333
stage1a_single_agent_tiny,1,40320,336,1,100,100,2,0,True,66.31403350830078,4.0,4.0,2.0,0.48,0.3620458677372274,68,0.3333333333333333,0.0,0,0,0.0,1,120,27,27,0,0.016666666666666666
stage1a_single_agent_tiny,1,40440,337,1,100,100,2,0,True,41.61725997924805,4.0,4.0,1.0,0.52,0.25207102309602003,84,0.275,0.0,0,0,0.0,1,120,34,97,63,0.008333333333333333
stage1a_single_agent_tiny,1,40560,338,1,100,100,2,0,True,27.139469146728516,1.0,1.0,1.0,0.52,0.390143753454322,58,0.35,0.0,0,0,0.0,1,120,55,55,0,0.008333333333333333
stage1a_single_agent_tiny,1,40680,339,1,100,100,2,0,True,-3.9628732204437256,2.0,2.0,0.0,0.52,0.37443939040143354,61,0.36666666666666664,0.0,1,0,7.0,1,120,28,-1,-1,0.0
stage1a_single_agent_tiny,1,40800,340,1,100,100,2,0,True,36.51846694946289,2.0,2.0,1.0,0.48,0.27019224807736464,68,0.31666666666666665,0.0,0,0,0.0,1,120,63,93,30,0.008333333333333333
stage1a_single_agent_tiny,1,40920,341,1,100,100,2,0,True,19.57878875732422,4.0,4.0,0.0,0.56,0.2991041685299327,69,0.3333333333333333,0.0,0,0,0.0,1,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,41040,342,1,100,100,2,0,True,24.552478790283203,5.0,5.0,0.0,0.56,0.2599424444856898,66,0.2916666666666667,0.0,0,0,0.0,1,120,56,-1,-1,0.0
stage1a_single_agent_tiny,1,41160,343,1,100,100,2,0,True,35.450416564941406,6.0,6.0,0.0,0.6,0.23393525002757087,62,0.2833333333333333,0.0,0,0,0.0,1,120,12,-1,-1,0.0
stage1a_single_agent_tiny,1,41280,344,1,100,100,2,0,True,24.702795028686523,5.0,5.0,0.0,0.6,0.33141597341552065,58,0.35833333333333334,0.0,0,0,0.0,1,120,8,-1,-1,0.0
stage1a_single_agent_tiny,1,41400,345,1,100,100,2,0,True,32.201393127441406,6.0,6.0,0.0,0.56,0.2853602218868521,66,0.30833333333333335,0.0,0,0,0.0,1,120,30,-1,-1,0.0
stage1a_single_agent_tiny,1,41520,346,1,100,100,2,0,True,50.918663024902344,4.0,4.0,1.0,0.52,0.31705589617486113,67,0.3333333333333333,0.0,0,0,0.0,1,120,8,39,31,0.008333333333333333
stage1a_single_agent_tiny,1,41640,347,1,100,100,2,0,True,71.9712905883789,7.0,7.0,1.0,0.48,0.3198801200671975,69,0.2833333333333333,0.0,0,0,0.0,1,120,3,60,57,0.008333333333333333
stage1a_single_agent_tiny,1,41760,348,1,100,100,2,0,True,15.392329216003418,4.0,4.0,0.0,0.64,0.22816218428779395,71,0.3,0.0,0,0,0.0,1,120,7,-1,-1,0.0
stage1a_single_agent_tiny,1,41880,349,1,100,100,2,0,True,77.23258209228516,5.0,5.0,2.0,0.48,0.3705637118585097,54,0.38333333333333336,0.0,1,0,9.0,1,120,12,61,49,0.016666666666666666
stage1a_single_agent_tiny,1,42000,350,1,100,100,2,0,True,89.37610626220703,9.0,9.0,1.0,0.6,0.27528021437610734,70,0.21666666666666667,0.0,0,0,0.0,1,120,11,11,0,0.008333333333333333
stage1a_single_agent_tiny,1,42120,351,1,100,100,2,0,True,71.75338745117188,10.0,10.0,0.0,0.56,0.25631800952930156,75,0.3,0.0,0,0,0.0,1,120,17,-1,-1,0.0
stage1a_single_agent_tiny,1,42240,352,1,100,100,2,0,True,23.256427764892578,5.0,5.0,0.0,0.52,0.23717420989220653,51,0.275,0.0,0,0,0.0,1,120,26,-1,-1,0.0
stage1a_single_agent_tiny,1,42360,353,1,100,100,2,0,True,20.94486427307129,4.0,4.0,0.0,0.56,0.25827189813523244,58,0.325,0.0,0,0,0.0,1,120,25,-1,-1,0.0
stage1a_single_agent_tiny,1,42480,354,1,100,100,2,0,True,11.778166770935059,3.0,3.0,0.0,0.56,0.2329040443757549,66,0.25833333333333336,0.0,0,0,0.0,1,120,60,-1,-1,0.0
stage1a_single_agent_tiny,1,42600,355,1,100,100,2,0,True,-0.8613089323043823,2.0,2.0,0.0,0.52,0.34418119774200023,50,0.3333333333333333,0.0,0,0,0.0,1,120,9,-1,-1,0.0
stage1a_single_agent_tiny,1,42720,356,1,100,100,2,0,True,23.886194229125977,4.0,4.0,0.0,0.6,0.33325787005596796,67,0.35,0.0,0,0,0.0,1,120,14,-1,-1,0.0
stage1a_single_agent_tiny,1,42840,357,1,100,100,2,0,True,17.766916275024414,6.0,6.0,0.0,0.48,0.3563112311375638,48,0.4666666666666667,0.0,0,0,0.0,1,120,26,-1,-1,0.0
stage1a_single_agent_tiny,1,42960,358,1,100,100,2,0,True,21.485334396362305,5.0,5.0,0.0,0.6,0.29874656901617225,64,0.2916666666666667,0.0,0,0,0.0,1,120,8,-1,-1,0.0
stage1a_single_agent_tiny,1,43080,359,1,100,100,2,0,True,-4.691474437713623,1.0,1.0,0.0,0.44,0.39947861079902697,70,0.44166666666666665,0.0,1,0,0.0,1,120,51,-1,-1,0.0
stage1a_single_agent_tiny,1,43200,360,1,100,100,2,0,True,19.679489135742188,4.0,4.0,0.0,0.6,0.2819218146149069,65,0.4166666666666667,0.0,1,0,7.0,1,120,10,-1,-1,0.0
stage1a_single_agent_tiny,1,43320,361,1,100,100,2,0,True,1.0326697826385498,3.0,3.0,0.0,0.4,0.3817227280795729,56,0.4583333333333333,0.0,1,0,7.0,1,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,43440,362,1,100,100,2,0,True,28.888479232788086,2.0,2.0,1.0,0.52,0.3338859503312657,65,0.31666666666666665,0.0,0,0,0.0,1,120,63,92,29,0.008333333333333333
stage1a_single_agent_tiny,1,43560,363,1,100,100,2,0,True,62.00533676147461,6.0,6.0,1.0,0.4,0.372297048359178,54,0.425,0.0,1,0,9.0,1,120,3,65,62,0.008333333333333333
stage1a_single_agent_tiny,1,43680,364,1,100,100,2,0,True,22.222673416137695,4.0,4.0,0.0,0.48,0.33504667679662814,47,0.425,0.0,1,0,7.0,1,120,15,-1,-1,0.0
stage1a_single_agent_tiny,1,43800,365,1,100,100,2,0,True,4.434662342071533,2.0,2.0,0.0,0.52,0.3920272769794489,53,0.55,0.0,3,0,9.666666666666666,1,120,8,-1,-1,0.0
stage1a_single_agent_tiny,1,43920,366,1,100,100,2,0,True,-7.423752307891846,1.0,1.0,0.0,0.52,0.3472020330479912,61,0.4,0.0,1,0,7.0,1,120,100,-1,-1,0.0
stage1a_single_agent_tiny,1,44040,367,1,100,100,2,0,True,5.393924713134766,3.0,3.0,0.0,0.44,0.4080076708419559,70,0.36666666666666664,0.0,3,0,7.0,1,120,45,-1,-1,0.0
stage1a_single_agent_tiny,1,44160,368,1,100,100,2,0,True,1.6812183856964111,2.0,2.0,0.0,0.44,0.3837365344923455,59,0.4083333333333333,0.0,2,0,7.0,1,120,14,-1,-1,0.0
stage1a_single_agent_tiny,1,44280,369,1,100,100,2,0,True,-10.073439598083496,0.0,0.0,0.0,0.36,0.48783777356147767,61,0.525,0.0,2,0,8.0,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,44400,370,1,100,100,2,0,True,19.354766845703125,5.0,5.0,0.0,0.52,0.4423653441287267,51,0.525,0.0,1,0,7.0,1,120,16,-1,-1,0.0
stage1a_single_agent_tiny,1,44520,371,1,100,100,2,0,True,30.017860412597656,5.0,5.0,0.0,0.4,0.4733574849902652,57,0.575,0.0,2,0,7.0,1,120,29,-1,-1,0.0
stage1a_single_agent_tiny,1,44640,372,1,100,100,2,0,True,115.7535171508789,8.0,8.0,2.0,0.6,0.3095264603708832,67,0.4583333333333333,0.0,0,0,0.0,1,120,6,6,0,0.016666666666666666
stage1a_single_agent_tiny,1,44760,373,1,100,100,2,0,True,91.98358917236328,9.0,9.0,1.0,0.6,0.26625500242225825,57,0.4166666666666667,0.0,0,0,0.0,1,120,11,117,106,0.008333333333333333
stage1a_single_agent_tiny,1,44880,374,1,100,100,2,0,True,-14.297863006591797,0.0,0.0,0.0,0.4,0.4451434822636656,68,0.5583333333333333,0.0,3,0,7.666666666666667,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,45000,375,1,100,100,2,0,True,12.330977439880371,3.0,3.0,0.0,0.4,0.49080290691150974,67,0.6833333333333333,0.0,3,0,9.666666666666666,1,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,45120,376,1,100,100,2,0,True,30.716815948486328,1.0,1.0,1.0,0.32,0.546585578060088,82,0.675,0.0,6,0,8.0,1,120,54,54,0,0.008333333333333333
stage1a_single_agent_tiny,1,45240,377,1,100,100,2,0,True,-5.7775421142578125,0.0,0.0,0.0,0.36,0.5179305379919242,79,0.7083333333333334,0.0,3,0,8.0,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,45360,378,1,100,100,2,0,True,20.04435920715332,4.0,4.0,0.0,0.36,0.5263429713920534,85,0.6166666666666667,0.0,3,0,11.666666666666666,1,120,21,-1,-1,0.0
stage1a_single_agent_tiny,1,45480,379,1,100,100,2,0,True,15.42758560180664,3.0,3.0,0.0,0.52,0.4454371770222982,75,0.6333333333333333,0.0,2,0,11.0,1,120,14,-1,-1,0.0
stage1a_single_agent_tiny,1,45600,380,1,100,100,2,0,True,-3.3581974506378174,0.0,0.0,0.0,0.28,0.694205024659944,88,0.8083333333333333,0.0,7,0,11.285714285714286,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,45720,381,1,100,100,2,0,True,-3.496499538421631,0.0,0.0,0.0,0.2,0.6105199501500465,72,0.8,0.0,3,0,15.0,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,45840,382,1,100,100,2,0,True,7.208266735076904,2.0,2.0,0.0,0.56,0.48325860285161376,67,0.6583333333333333,0.0,3,0,10.333333333333334,1,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,45960,383,1,100,100,2,0,True,-1.282056450843811,1.0,1.0,0.0,0.24,0.5829309746254391,82,0.725,0.0,4,0,6.75,1,120,11,-1,-1,0.0
stage1a_single_agent_tiny,1,46080,384,1,100,100,2,0,True,-7.417720317840576,0.0,0.0,0.0,0.08,0.9177585740884145,109,0.9333333333333333,0.0,4,0,27.75,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,46200,385,1,100,100,2,0,True,3.263505458831787,1.0,1.0,0.0,0.12,0.882970739575103,112,0.9333333333333333,0.0,2,0,3.5,1,120,6,-1,-1,0.0
stage1a_single_agent_tiny,1,46320,386,1,100,100,2,0,True,10.378884315490723,2.0,2.0,0.0,0.32,0.7801362624003862,104,0.8416666666666667,0.0,2,0,4.5,1,120,14,-1,-1,0.0
stage1a_single_agent_tiny,1,46440,387,1,100,100,2,0,True,-3.193715810775757,0.0,0.0,0.0,0.16,0.8647935831919312,108,0.9583333333333334,0.0,4,0,24.25,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,46560,388,1,100,100,2,0,True,-3.619995355606079,0.0,0.0,0.0,0.04,0.9916666666666667,120,1.0,0.0,1,0,0.0,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,46680,389,1,100,100,2,0,True,-2.7707996368408203,0.0,0.0,0.0,0.12,0.8457142538080613,106,0.9083333333333333,0.0,5,0,19.8,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,46800,390,1,100,100,2,0,True,-3.4159960746765137,0.0,0.0,0.0,0.12,0.9517825059282283,116,0.9833333333333333,0.0,2,0,36.5,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,46920,391,1,100,100,2,0,True,10.92891788482666,2.0,2.0,0.0,0.24,0.619663322014579,74,0.8,0.0,4,0,6.75,1,120,4,-1,-1,0.0
stage1a_single_agent_tiny,1,47040,392,1,100,100,2,0,True,10.808723449707031,2.0,2.0,0.0,0.24,0.6934267177867393,84,0.8,0.0,3,0,22.333333333333332,1,120,5,-1,-1,0.0
stage1a_single_agent_tiny,1,47160,393,1,100,100,2,0,True,-1.7735689878463745,0.0,0.0,0.0,0.16,0.7071803961880505,86,0.8333333333333334,0.0,6,0,10.666666666666666,0,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,47280,394,1,100,100,2,0,True,18.023496627807617,3.0,3.0,0.0,0.32,0.49715908454187835,64,0.6833333333333333,0.0,6,0,6.5,1,120,28,-1,-1,0.0
stage1a_single_agent_tiny,1,47400,395,1,100,100,2,0,True,44.72012710571289,3.0,3.0,1.0,0.36,0.5407431720610475,71,0.6916666666666667,0.0,4,0,8.75,1,120,10,10,0,0.008333333333333333
stage1a_single_agent_tiny,1,47520,396,1,100,100,2,0,True,9.094740867614746,2.0,2.0,0.0,0.44,0.5160283945132202,60,0.5916666666666667,0.0,2,0,11.0,1,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,47640,397,1,100,100,2,0,True,3.1591341495513916,2.0,2.0,0.0,0.56,0.45497326281038114,58,0.5333333333333333,0.0,1,0,7.0,1,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,47760,398,1,100,100,2,0,True,-2.2348525524139404,1.0,1.0,0.0,0.36,0.5349969604547369,70,0.6333333333333333,0.0,6,0,8.333333333333334,1,120,71,-1,-1,0.0
stage1a_single_agent_tiny,1,47880,399,1,100,100,2,0,True,23.485246658325195,4.0,4.0,0.0,0.52,0.354678307196203,50,0.5166666666666667,0.0,3,0,7.0,1,120,3,-1,-1,0.0
stage1a_single_agent_tiny,1,48000,400,1,100,100,2,0,True,-10.438239097595215,0.0,0.0,0.0,0.32,0.463489385379944,50,0.6833333333333333,0.0,2,0,10.0,1,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,48120,401,1,100,100,2,0,True,0.7676959037780762,1.0,1.0,0.0,0.44,0.38789793601802863,49,0.625,0.0,4,0,7.0,1,120,2,-1,-1,0.0
stage1a_single_agent_tiny,1,48240,402,1,100,100,2,0,True,20.624406814575195,4.0,4.0,0.0,0.4,0.34044659262678273,37,0.5166666666666667,0.0,2,0,6.0,1,120,41,-1,-1,0.0
stage1a_single_agent_tiny,1,48360,403,1,100,100,2,0,True,61.97357177734375,6.0,6.0,1.0,0.56,0.3840563411193822,49,0.5,0.0,2,0,7.0,1,120,3,96,93,0.008333333333333333
stage1a_single_agent_tiny,1,48480,404,1,100,100,2,0,True,44.00166320800781,7.0,7.0,0.0,0.4,0.4373898688723178,65,0.6,0.0,3,0,8.333333333333334,1,120,20,-1,-1,0.0
stage1a_single_agent_tiny,1,48600,405,1,100,100,2,0,True,-3.538482904434204,2.0,2.0,0.0,0.28,0.4875335308878372,54,0.65,0.0,2,0,8.0,1,120,39,-1,-1,0.0
stage1a_single_agent_tiny,1,48720,406,1,100,100,2,0,True,17.693313598632812,3.0,3.0,0.0,0.32,0.5437019740231335,69,0.725,0.0,5,0,6.0,1,120,26,-1,-1,0.0
stage1a_single_agent_tiny,1,48840,407,1,100,100,2,0,True,-3.177361249923706,0.0,0.0,0.0,0.28,0.5941007781696196,64,0.7416666666666667,0.0,5,0,7.4,1,120,-1,-1,-1,0.0
