stage,stage_index,global_step,episode,n_agents,width,height,n_targets,n_obstacles,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,exploration_coverage,pheromone_usage,pheromone_deposit_events,food_source_respawns,food_units_remaining,episode_length,first_pickup_step,first_delivery_step,pickup_to_delivery_latency,swarm_efficiency
stage1a_single_agent_tiny,1,120,1,1,50,50,3,0,429.0851135253906,12.0,12.0,12.0,0.4444444444444444,0.0,0,3,12,120,25,25,0,0.1
stage1a_single_agent_tiny,1,240,2,1,50,50,3,0,807.4096069335938,22.0,22.0,22.0,0.4444444444444444,0.0,0,4,6,120,1,1,0,0.18333333333333332
stage1a_single_agent_tiny,1,360,3,1,50,50,3,0,657.255615234375,18.0,18.0,18.0,0.4444444444444444,0.0,0,4,10,120,1,1,0,0.15
stage1a_single_agent_tiny,1,480,4,1,50,50,3,0,242.20932006835938,7.0,7.0,7.0,0.4444444444444444,0.0,0,1,9,120,1,1,0,0.058333333333333334
stage1a_single_agent_tiny,1,600,5,1,50,50,3,0,727.3805541992188,20.0,20.0,20.0,0.4444444444444444,0.0,0,5,12,120,1,1,0,0.16666666666666666
stage1a_single_agent_tiny,1,720,6,1,50,50,3,0,498.00390625,14.0,14.0,14.0,0.4444444444444444,0.0,0,3,10,120,1,1,0,0.11666666666666667
stage1a_single_agent_tiny,1,840,7,1,50,50,3,0,356.3536682128906,10.0,10.0,10.0,0.4444444444444444,0.0,0,2,10,120,1,1,0,0.08333333333333333
stage1a_single_agent_tiny,1,960,8,1,50,50,3,0,582.7056274414062,16.0,16.0,16.0,0.4444444444444444,0.0,0,3,8,120,1,1,0,0.13333333333333333
stage1a_single_agent_tiny,1,1080,9,1,50,50,3,0,584.1132202148438,16.0,16.0,16.0,0.4444444444444444,0.0,0,4,12,120,24,24,0,0.13333333333333333
stage1a_single_agent_tiny,1,1200,10,1,50,50,3,0,315.08966064453125,9.0,9.0,9.0,0.3333333333333333,0.0,0,2,11,120,28,28,0,0.075
stage1a_single_agent_tiny,1,1320,11,1,50,50,3,0,281.5561218261719,8.0,8.0,8.0,0.4444444444444444,0.0,0,2,12,120,1,1,0,0.06666666666666667
stage1a_single_agent_tiny,1,1440,12,1,50,50,3,0,-25.588647842407227,0.0,0.0,0.0,0.4444444444444444,0.0,0,0,12,120,-1,-1,-1,0.0
stage1a_single_agent_tiny,1,1560,13,1,50,50,3,0,585.443115234375,16.0,16.0,16.0,0.4444444444444444,0.0,0,3,8,120,1,1,0,0.13333333333333333
stage1a_single_agent_tiny,1,1680,14,1,50,50,3,0,279.9523620605469,8.0,8.0,8.0,0.4444444444444444,0.0,0,1,8,120,1,1,0,0.06666666666666667
stage1a_single_agent_tiny,1,1800,15,1,50,50,3,0,543.5034790039062,15.0,15.0,15.0,0.4444444444444444,0.0,0,3,9,120,1,1,0,0.125
stage1a_single_agent_tiny,1,1920,16,1,50,50,3,0,210.18760681152344,6.0,6.0,6.0,0.4444444444444444,0.0,0,1,10,120,1,1,0,0.05
stage1a_single_agent_tiny,1,2040,17,1,50,50,3,0,654.1700439453125,18.0,18.0,18.0,0.4444444444444444,0.0,0,4,10,120,1,1,0,0.15
stage1a_single_agent_tiny,1,2160,18,1,50,50,3,0,852.9150390625,23.0,23.0,23.0,0.4444444444444444,0.0,0,5,9,120,1,1,0,0.19166666666666668
