episode,global_step,epsilon,mean_episode_reward,food_discovered,food_picked_up,food_retrieved,food_delivered,exploration_coverage,coverage_reward_total,pheromone_usage,pheromone_deposit_events,episode_length,collisions,reward_step_component,reward_pickup_component,reward_delivery_component,reward_collision_component,reward_exploration_component,reward_new_cell_component,reward_food_approach_component,reward_food_detected_component,reward_pheromone_follow_component,reward_pheromone_usage_component,reward_pheromone_deposit_component,reward_pheromone_component,swarm_efficiency
1,600,0.9715475,-598.5505981445312,0,0,0,0,0.12854251012145748,2.4200000000000017,0.5135450176495214,1774,600,1440,-360.0000000000022,0.0,0.0,-2880.0,2.4200000000000017,2.4200000000000017,-0.06692615509033198,0.39999999999999997,0.7341828654706475,0.0,-354.8000000000005,-354.0658171345299,0.0
2,1200,0.9430475,-989.75439453125,0,0,0,0,0.11234817813765183,2.1000000000000014,0.6371626055958122,1786,600,2612,-360.0000000000022,0.0,0.0,-5224.0,2.1000000000000014,2.1000000000000014,-0.03312376912434896,0.15000000000000002,0.4398956421576441,0.0,-357.20000000000067,-356.76010435784303,0.0
3,1800,0.9145475,-869.95556640625,0,0,0,0,0.11639676113360324,2.1800000000000015,0.5929168101625367,1686,600,2263,-360.0000000000022,0.0,0.0,-4526.0,2.1800000000000015,2.1800000000000015,0.009988464355468728,0.5499999999999999,0.714677467360161,0.0,-337.20000000000044,-336.4853225326403,0.0
4,2400,0.8860475,-902.6736450195312,1,1,0,0,0.14473684210526316,2.740000000000002,0.6004835443666606,1649,600,2380,-360.0000000000022,30.0,0.0,-4760.0,2.740000000000002,2.740000000000002,0.17789878209431967,0.35,0.47517676617018884,0.0,-329.80000000000035,-329.32482323383016,0.0
5,3000,0.8575475,-751.2796020507812,0,0,0,0,0.11234817813765183,2.1000000000000014,0.5445676039926588,1535,600,1922,-360.0000000000022,0.0,0.0,-3844.0,2.1000000000000014,2.1000000000000014,0.15737123107910161,0.2,0.8552547352015971,0.0,-306.99999999999966,-306.1447452647981,0.0
6,3600,0.8290475,-742.7140502929688,1,1,0,0,0.12449392712550607,2.3400000000000016,0.5482172838669147,1488,600,1916,-360.0000000000022,30.0,0.0,-3832.0,2.3400000000000016,2.3400000000000016,-0.10822448094685874,0.3,0.7708664442412555,0.0,-297.59999999999985,-296.8291335557586,0.0
7,4200,0.8005475,-566.3161010742188,0,0,0,0,0.2034412955465587,3.900000000000003,0.47105741986942634,1497,600,1372,-360.0000000000022,0.0,0.0,-2744.0,3.900000000000003,3.900000000000003,0.014044637044270851,0.39999999999999997,1.1834820043388754,0.0,-299.4000000000004,-298.2165179956615,0.0
8,4800,0.7720475,-556.6834106445312,1,1,0,0,0.15991902834008098,3.0400000000000023,0.47184580652728775,1436,600,1364,-360.0000000000022,30.0,0.0,-2728.0,3.0400000000000023,3.0400000000000023,0.20151097742716453,0.7000000000000001,1.1527604899602013,0.0,-287.19999999999993,-286.04723951003973,0.0
9,5400,0.7435475,-629.83935546875,1,1,0,0,0.152834008097166,2.900000000000002,0.4964877095085103,1327,600,1594,-360.0000000000022,30.0,0.0,-3188.0,2.900000000000002,2.900000000000002,0.10193162155151365,0.5,0.8518777184095235,0.0,-265.40000000000003,-264.5481222815905,0.0
10,6000,0.7150475000000001,-410.0435791015625,0,0,0,0,0.12955465587044535,2.4400000000000017,0.45736123773073717,1289,600,923,-360.0000000000022,0.0,0.0,-1846.0,2.4400000000000017,2.4400000000000017,-0.09948031616210944,0.3,0.8930791640281679,0.0,-257.7999999999995,-256.90692083597133,0.0
